Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,Wav1,Wav2,RecV,BecV,BecA,BecT,BatV,BatA,BmAH,CELS,Cel1,Cel2,TeeV,AmbT,CanT,EngT,AccX,AccY,AccZ,AccTmp,GyrX,GyrY,GyrZ,VibS
2020-08-30,15:22:27.14399,3,0,0,0,29,224,100,96,8,107,0.00,500,0,0.00,0.00,0.00,26.45,6.61,0.28,15.93,6.63,3.31,3.31,5.32,67.58,28.82,27.27,16935,1147,20173,44,307,208,52530,0
2020-08-30,15:22:27.14616,98,0,0,0,29,237,100,96,8,107,0.00,672,0,0.00,0.00,0.00,26.42,6.62,0.30,16.92,6.63,3.31,3.31,5.32,70.04,28.64,27.25,794,415,20159,44,240,46116,59040,0
2020-08-30,15:22:27.14820,98,0,0,0,29,250,100,96,8,107,0.00,844,0,0.00,0.00,0.00,26.48,6.62,0.30,16.92,6.63,3.30,3.32,5.33,67.01,28.73,27.24,58726,1488,20149,44,20636,60132,47406,0
2020-08-30,15:22:27.15033,98,0,0,0,29,263,100,0,8,19,0.00,1024,0,0.00,0.00,0.00,26.65,6.57,0.25,17.77,6.63,3.30,3.32,5.33,70.77,28.82,27.28,24861,25871,20320,44,62616,20785,15525,0
2020-08-30,15:22:28.15247,98,0,0,0,29,276,100,100,8,103,0.00,1187,0,0.00,0.00,0.00,26.62,6.59,0.25,17.77,6.63,3.30,3.32,5.33,67.78,28.79,27.34,42111,8775,19868,44,1690,19299,58979,0
2020-08-30,15:22:28.15458,4,0,0,0,51,289,100,95,8,108,0.00,1351,0,3.45,3.25,0.00,26.71,6.40,0.25,17.77,6.63,3.30,3.32,5.33,64.97,28.76,27.18,11592,4433,19050,44,32377,51991,64975,1
2020-08-30,15:22:28.15668,4,0,0,0,51,302,100,95,8,108,0.00,1531,0,3.51,3.32,0.00,26.95,6.57,0.80,20.62,6.63,3.30,3.32,5.33,66.94,28.73,27.26,31558,37002,19120,44,35912,30906,38025,1
2020-08-30,15:22:28.15880,98,0,0,0,51,317,100,95,8,108,0.00,1704,0,4.46,4.34,0.00,26.69,6.63,0.80,20.62,6.63,3.30,3.32,5.33,71.67,28.65,27.17,30913,36517,26086,44,28576,34478,30854,0
2020-08-30,15:22:28.16087,98,0,0,0,51,329,100,95,8,108,0.00,1745,0,4.68,4.58,0.00,26.65,6.57,0.64,22.99,6.63,3.30,3.32,5.33,65.54,28.79,28.89,28957,41129,23945,44,27178,43125,33449,0
2020-08-30,15:22:29.16297,98,0,0,0,51,342,100,95,8,108,0.00,1573,0,5.22,5.27,0.00,26.83,6.59,0.64,22.99,6.63,3.30,3.32,5.33,72.75,28.65,28.96,25922,38584,22443,44,25726,42022,34510,1
2020-08-30,15:22:29.16511,20,0,0,0,51,356,100,95,8,108,0.00,1400,0,5.37,5.39,0.00,26.48,6.61,0.64,22.99,6.63,3.30,3.32,5.33,68.30,28.62,27.31,28625,38018,21413,44,24443,40749,35743,1
2020-08-30,15:22:29.16722,98,0,0,0,51,369,100,95,8,108,0.00,1228,0,5.12,5.11,0.00,26.44,6.59,0.30,24.16,6.63,3.30,3.32,5.33,68.52,28.83,27.35,29463,38872,23435,44,24493,34494,38507,1
2020-08-30,15:22:29.16929,98,0,0,0,51,384,100,95,8,108,0.00,1056,0,5.11,5.06,0.00,26.72,6.58,0.30,24.16,6.63,3.30,3.32,5.33,69.04,28.70,27.50,30506,39658,20968,44,20831,29827,33394,1
2020-08-30,15:22:29.17140,98,0,0,0,51,398,100,0,8,19,0.00,876,0,4.98,4.94,0.00,26.59,6.60,0.61,26.62,6.63,3.30,3.32,5.33,70.68,28.75,27.49,28942,39312,21082,44,20779,37130,35943,0
2020-08-30,15:22:30.17350,98,0,0,0,51,413,100,0,8,20,0.00,712,0,5.32,5.33,0.00,26.54,6.52,0.61,26.62,6.63,3.30,3.32,5.33,69.95,28.70,27.35,27434,39593,20571,44,24601,36857,34576,0
2020-08-30,15:22:30.17551,21,0,1,4437,29,428,100,0,8,20,0.00,533,0,4.96,4.90,0.00,26.68,6.58,0.61,26.62,6.63,3.30,3.32,5.33,67.46,28.69,27.72,31156,40761,23907,44,28370,33246,35910,1
2020-08-30,15:22:30.17752,98,0,1,4437,29,450,100,0,8,20,0.00,311,0,4.96,4.83,0.00,26.69,6.55,0.62,29.22,6.63,3.30,3.32,5.33,67.07,28.60,27.82,29469,40939,22568,44,51934,45259,33095,1
2020-08-30,15:22:30.17953,98,0,1,4437,29,472,100,0,8,20,0.00,188,0,4.91,4.81,0.00,26.89,6.59,0.62,29.22,6.59,3.30,3.30,5.33,69.91,28.62,27.92,32027,40972,19733,44,62345,51088,34954,1
2020-08-30,15:22:30.18153,98,0,1,4437,29,494,100,0,8,20,0.00,344,0,4.98,4.93,0.00,26.83,6.61,1.34,34.99,6.59,3.30,3.30,5.33,71.01,28.64,28.03,31218,37257,19475,44,30972,52012,4061,0
2020-08-30,15:22:31.18354,98,0,1,4437,29,514,100,0,8,43,0.00,517,0,4.74,4.64,0.00,26.56,6.61,1.34,34.99,6.59,3.30,3.30,5.33,71.71,28.70,28.47,23680,40216,17892,44,12277,4861,3856,1
2020-08-30,15:22:31.18554,22,0,1,4437,29,536,100,0,8,43,0.00,680,0,4.77,4.67,0.00,26.57,6.58,1.34,34.99,6.59,3.30,3.30,5.33,67.13,28.67,28.27,27436,41620,19644,44,14761,4646,4812,0
2020-08-30,15:22:31.18755,22,0,1,4437,29,558,100,0,8,43,0.00,844,0,4.93,4.91,0.00,26.53,6.61,0.36,36.57,6.63,3.30,3.33,5.33,66.90,28.68,28.79,32246,43673,18428,44,2787,35569,6633,0
2020-08-30,15:22:31.18957,98,0,1,4437,29,580,100,0,8,43,0.00,1008,0,4.95,4.91,0.00,26.57,6.57,0.36,36.57,6.63,3.30,3.33,5.33,72.90,28.69,28.45,29396,37003,18917,44,11194,60486,8040,1
2020-08-30,15:22:31.19156,98,0,1,4437,29,602,100,0,8,20,0.00,1171,0,4.86,4.75,0.00,26.45,6.61,0.28,37.85,6.63,3.30,3.33,5.33,70.57,28.65,28.87,27878,40040,20572,44,60769,52491,9576,0
2020-08-30,15:22:32.19357,98,0,1,4437,29,624,100,0,8,20,0.00,1335,0,4.89,4.81,0.00,26.60,6.52,0.28,37.85,6.61,3.30,3.31,5.33,68.01,28.66,28.79,28455,39277,23454,44,7470,59290,10462,0
2020-08-30,15:22:32.19558,0,0,1,4350,89,646,100,0,8,20,0.00,1498,0,4.49,4.43,0.00,26.67,6.60,0.28,37.85,6.61,3.30,3.31,5.33,63.22,28.73,28.97,25497,38698,20147,44,62494,39630,53649,0
2020-08-30,15:22:32.19760,1,0,1,4350,89,668,100,0,8,21,0.00,1671,0,4.72,4.64,0.00,26.60,6.61,0.54,40.42,6.61,3.30,3.31,5.33,75.96,28.65,28.74,31620,40298,18744,44,62696,61859,57122,0
2020-08-30,15:22:32.19960,1,0,1,4350,89,690,100,0,8,21,0.00,1794,0,4.91,4.88,0.00,26.58,6.60,0.54,40.42,6.61,3.30,3.31,5.33,67.18,28.77,29.26,39786,36779,22251,44,62428,51755,52590,1
2020-08-30,15:22:32.20160,98,0,1,4350,89,712,100,0,8,21,0.00,1630,0,4.91,4.86,0.00,26.59,6.56,0.44,42.58,6.61,3.30,3.30,5.33,71.35,28.67,29.36,32248,36433,19873,44,59057,4826,38315,1
2020-08-30,15:22:33.20360,98,0,1,4350,89,733,100,0,8,21,0.00,1466,0,4.57,4.45,0.00,26.60,6.56,0.44,42.58,6.61,3.30,3.30,5.33,65.28,28.66,29.46,31499,35842,20016,44,62997,6891,39274,1
2020-08-30,15:22:33.20561,98,0,1,4350,89,755,100,0,8,21,0.00,1293,0,4.78,4.69,0.00,26.62,6.56,0.44,42.58,6.61,3.30,3.30,5.33,69.56,28.64,29.54,22516,39841,18372,44,3395,5741,42843,0
2020-08-30,15:22:33.20762,0,0,1,4350,89,777,100,0,8,21,0.00,1139,0,4.93,4.90,0.00,26.52,6.60,0.25,43.83,6.61,3.30,3.30,5.33,71.62,28.69,30.29,32233,34702,17214,44,8060,8291,47004,0
2020-08-30,15:22:33.20963,0,0,1,4350,89,799,100,0,8,21,0.00,976,0,4.51,4.43,0.00,26.55,6.55,0.25,43.83,6.60,3.30,3.30,5.33,69.81,28.62,29.89,32634,36311,22041,44,4165,51872,49892,0
2020-08-30,15:22:33.21164,0,0,1,4350,89,821,100,0,8,21,0.00,803,0,4.66,4.59,0.00,26.52,6.61,0.53,46.57,6.60,3.30,3.30,5.33,71.60,28.66,30.04,29138,39003,20280,44,3243,60109,50320,1
2020-08-30,15:22:34.21365,0,0,1,4350,89,843,100,0,8,21,0.00,638,0,4.46,4.33,0.00,26.64,6.60,0.53,46.57,6.60,3.30,3.30,5.33,70.12,28.52,30.17,34584,39261,23262,44,13676,3157,50605,0
2020-08-30,15:22:34.21564,0,0,1,4173,119,865,100,0,8,21,0.00,475,0,4.38,4.22,0.00,26.59,6.60,0.53,46.57,6.61,3.30,3.30,5.33,68.03,28.64,30.51,31497,38281,21908,44,63003,59038,50715,0
2020-08-30,15:22:34.21766,0,0,1,4173,119,888,100,0,8,21,0.00,311,0,4.77,4.70,0.00,26.50,6.61,0.23,47.78,6.61,3.30,3.30,5.33,71.92,28.66,30.30,27951,38570,21600,44,39759,28292,50929,1
2020-08-30,15:22:34.21967,0,0,1,4173,119,910,100,0,8,21,0.00,188,0,4.47,4.30,0.00,26.56,6.59,0.23,47.78,6.61,3.30,3.30,5.33,74.49,28.55,30.98,35291,41794,23952,44,63371,11622,51807,0
2020-08-30,15:22:34.22168,0,0,1,4173,119,932,100,0,8,21,0.00,353,0,4.61,4.54,0.00,26.54,6.57,0.25,49.12,6.61,3.30,3.30,5.33,75.28,28.57,31.30,30423,41019,24910,44,42114,46452,53512,0
2020-08-30,15:22:35.22368,0,0,1,4173,119,954,100,0,8,21,0.00,524,0,4.42,4.25,0.00,26.60,6.57,0.25,49.12,6.61,3.30,3.31,5.33,68.99,28.57,31.52,26304,38758,22375,44,32182,12872,56620,0
2020-08-30,15:22:35.22570,0,0,1,4173,119,976,100,0,8,21,0.00,680,0,4.22,4.06,0.00,26.57,6.58,0.25,49.12,6.61,3.30,3.31,5.33,69.96,28.65,31.64,28009,41999,25123,44,2286,46382,59536,1
2020-08-30,15:22:35.22770,0,0,1,4173,119,998,100,0,8,21,0.00,844,0,4.55,4.50,0.00,26.55,6.61,0.39,51.31,6.61,3.30,3.31,5.33,69.58,28.58,31.76,32194,37873,22883,44,5123,4849,43045,1
2020-08-30,15:22:35.22971,0,0,1,4173,119,1020,100,0,7,19,0.00,1015,0,4.24,4.08,0.00,26.59,6.60,0.39,51.31,6.59,3.30,3.30,5.33,68.90,28.62,31.99,33735,39114,24774,44,62669,22611,11586,0
2020-08-30,15:22:35.23171,0,0,1,4173,119,1042,100,0,7,19,0.00,1179,0,4.40,4.22,0.00,26.64,6.60,0.32,53.14,6.59,3.30,3.30,5.33,72.47,28.46,32.13,32636,39239,24025,44,59267,56708,4908,1
2020-08-30,15:22:36.23372,0,0,1,4173,119,1064,100,0,7,19,0.00,1335,0,4.44,4.28,0.00,26.57,6.57,0.32,53.14,6.59,3.30,3.30,5.33,68.02,28.48,32.31,33980,40285,20228,44,53325,23181,5976,1
2020-08-30,15:22:36.23573,0,0,1,3879,89,1086,100,0,7,25,0.00,1498,0,4.57,4.47,0.00,26.62,6.52,0.32,53.14,6.59,3.30,3.30,5.33,68.91,28.50,32.45,35402,39649,22162,44,53289,60350,2426,0
2020-08-30,15:22:36.23772,0,0,1,3879,89,1108,100,0,7,25,0.00,1671,0,4.31,4.14,0.00,26.63,6.60,1.13,59.74,6.60,3.30,3.30,5.33,68.26,28.61,32.56,36923,38512,24162,44,1718,9271,9217,1
2020-08-30,15:22:36.23972,0,0,1,3879,89,1130,100,0,7,25,0.00,1786,0,4.10,4.01,0.00,26.60,6.56,1.13,59.74,6.60,3.30,3.30,5.33,66.28,28.79,32.69,38602,35936,23152,44,1943,5038,12876,0
2020-08-30,15:22:36.24173,0,0,1,3879,89,1152,100,0,7,25,0.00,1622,0,4.21,4.06,0.00,26.76,6.61,0.50,62.72,6.60,3.30,3.30,5.33,73.50,28.52,32.69,34683,38567,22076,44,18471,54186,6130,1
2020-08-30,15:22:37.24372,0,0,1,3879,89,1174,100,0,7,28,0.00,1466,0,4.02,3.94,0.00,26.73,6.60,0.50,62.72,6.59,3.29,3.30,5.33,69.04,28.61,34.40,39154,38931,20765,44,60671,59047,3753,1
2020-08-30,15:22:37.24574,0,0,1,3879,89,1196,100,0,7,28,0.00,1293,0,4.03,3.94,0.00,26.72,6.59,0.50,62.72,6.59,3.29,3.30,5.33,69.54,28.63,33.02,37899,37656,18168,44,51032,19852,4252,1
2020-08-30,15:22:37.24774,0,0,1,3879,89,1218,100,0,7,28,0.00,1130,0,4.33,4.14,0.00,26.65,6.60,0.36,64.92,6.59,3.29,3.30,5.33,73.83,28.54,33.22,36900,36951,21905,44,6910,33415,2666,1
2020-08-30,15:22:37.24974,0,0,1,3879,89,1240,100,0,7,28,0.00,967,0,4.22,4.05,0.00,26.75,6.55,0.36,64.92,6.59,3.29,3.30,5.33,68.36,28.51,33.32,35111,35333,13826,44,2084,4132,14594,0
2020-08-30,15:22:37.25174,0,0,1,3879,89,1260,100,0,7,28,0.00,811,0,4.18,4.05,0.00,26.72,6.59,0.47,67.88,6.59,3.29,3.30,5.33,72.60,28.53,33.58,30276,37138,17349,44,1564,4005,12216,1
2020-08-30,15:22:38.25375,0,0,1,3879,89,1282,100,0,7,26,0.00,638,0,4.25,4.06,0.00,26.84,6.51,0.47,67.88,6.59,3.29,3.30,5.33,69.42,28.55,33.71,34563,36470,24276,44,61928,62828,29635,0
2020-08-30,15:22:38.25574,0,0,1,3696,59,1304,100,0,7,26,0.00,475,0,3.71,3.76,0.00,26.71,6.59,0.47,67.88,6.59,3.29,3.30,5.33,71.75,28.52,33.83,34545,35914,15621,44,48325,61718,32866,0
2020-08-30,15:22:38.25774,0,0,1,3696,59,1326,100,0,7,26,0.00,311,0,4.32,4.11,0.00,26.80,6.52,0.51,71.12,6.59,3.29,3.30,5.33,68.31,28.60,34.03,34750,35626,20430,44,62987,15497,64081,0
2020-08-30,15:22:38.25976,0,0,1,3696,59,1349,100,0,7,26,0.00,196,0,4.20,4.07,0.00,26.77,6.55,0.51,71.12,6.59,3.29,3.30,5.33,73.17,28.49,34.16,35564,36409,21565,44,2743,14662,63283,0
2020-08-30,15:22:38.26177,0,0,1,3696,59,1371,100,0,7,19,0.00,360,0,3.88,3.92,0.00,26.69,6.55,1.11,78.38,6.59,3.29,3.30,5.33,67.26,28.57,34.28,32631,35195,14269,44,2047,8887,62487,0
2020-08-30,15:22:39.26376,0,0,1,3696,59,1393,100,0,7,19,0.00,524,0,4.08,3.98,0.00,26.66,6.52,1.11,78.38,6.59,3.29,3.30,5.33,67.93,28.53,34.36,31335,37277,20583,44,3477,8641,62145,1
2020-08-30,15:22:39.26577,0,0,1,3696,59,1415,100,0,7,19,0.00,689,0,3.99,3.94,0.00,26.70,6.60,1.11,78.38,6.58,3.30,3.29,5.33,68.91,28.55,34.44,31937,38291,22540,44,60990,61835,61716,0
2020-08-30,15:22:39.26778,0,0,1,3696,59,1437,100,0,7,19,0.00,852,0,4.07,3.98,0.00,26.51,6.58,0.42,81.17,6.58,3.30,3.29,5.33,71.39,28.53,34.12,30553,38259,15273,44,23290,23750,61358,0
2020-08-30,15:22:39.26978,0,0,1,3696,59,1459,100,0,7,19,0.00,1015,0,4.46,4.38,0.00,26.61,6.58,0.42,81.17,6.58,3.30,3.29,5.33,72.28,28.51,34.72,40990,37492,21685,44,64024,62741,61846,1
2020-08-30,15:22:39.27178,0,0,1,3696,59,1481,100,0,7,19,0.00,1179,0,4.28,4.09,0.00,26.56,6.52,0.24,82.79,6.60,3.30,3.30,5.33,69.68,28.52,34.56,34613,39687,20917,44,7420,13692,61687,1
2020-08-30,15:22:40.27379,0,0,1,3696,59,1503,100,0,7,19,0.00,1344,0,3.95,3.95,0.00,26.56,6.59,0.24,82.79,6.60,3.30,3.30,5.33,65.28,28.46,34.96,33357,36943,16386,44,2576,5741,61408,0
2020-08-30,15:22:40.27579,0,0,1,3611,0,1525,100,0,7,19,0.00,1508,0,4.02,3.95,0.00,26.81,6.60,0.24,82.79,6.60,3.30,3.30,5.33,69.89,28.47,35.10,36653,34982,23188,44,61032,61450,62796,1
2020-08-30,15:22:40.27780,0,0,1,3611,0,1547,100,0,7,19,0.00,1671,0,4.51,4.43,0.00,26.64,6.60,1.52,93.37,6.60,3.30,3.30,5.33,72.80,28.47,35.09,31235,39066,22543,44,8449,61587,63020,1
2020-08-30,15:22:40.27981,0,0,1,3611,0,1569,100,0,7,19,0.00,1786,0,4.05,3.97,0.00,26.49,6.61,1.52,93.37,6.59,3.30,3.30,5.33,68.37,28.51,35.21,36180,34250,14424,44,3414,16204,62975,0
2020-08-30,15:22:40.28182,0,0,1,3611,0,1591,100,0,7,19,0.00,1614,0,3.90,3.92,0.00,26.54,6.60,0.39,96.10,6.59,3.30,3.30,5.33,75.61,28.38,35.33,36963,33247,23836,44,14539,32103,63614,0
2020-08-30,15:22:41.28382,0,0,1,3611,0,1613,100,0,7,19,0.00,1450,0,4.14,4.03,0.00,26.55,6.60,0.39,96.10,6.59,3.30,3.30,5.33,67.95,28.51,35.50,40872,38236,18152,44,5836,3483,62457,1
2020-08-30,15:22:41.28582,0,0,1,3611,0,1635,100,0,7,20,0.00,1293,0,4.01,3.95,0.00,26.49,6.51,0.39,96.10,6.59,3.30,3.30,5.33,70.93,28.47,35.56,29673,38988,15570,44,63960,4603,62592,1
2020-08-30,15:22:41.28785,0,0,1,3611,0,1658,100,0,7,24,0.00,1122,0,3.99,3.94,0.00,26.59,6.58,0.95,102.97,6.59,3.30,3.30,5.33,72.87,28.46,35.59,36331,34396,22900,44,62376,60658,35973,0
2020-08-30,15:22:41.28985,0,0,1,3611,0,1680,100,0,7,24,0.00,960,0,4.25,4.10,0.00,26.57,6.60,0.95,102.97,6.59,3.30,3.30,5.33,66.09,28.50,35.73,32769,36585,18368,44,2433,33259,25975,1
2020-08-30,15:22:41.29186,0,0,1,3611,0,1702,100,0,7,24,0.00,795,0,3.85,3.86,0.00,26.47,6.59,0.55,107.04,6.59,3.30,3.30,5.33,67.59,28.62,35.84,25570,34653,17758,44,2299,40440,9888,1
2020-08-30,15:22:42.29385,0,0,1,3611,0,1724,100,0,7,24,0.00,638,0,3.85,3.89,0.00,26.59,6.56,0.55,107.04,6.60,3.30,3.30,5.33,67.94,28.54,35.86,27497,38684,25494,44,9782,53290,11176,1
2020-08-30,15:22:42.29585,0,0,1,3609,0,1746,100,0,7,32,0.00,467,0,4.27,4.11,0.00,26.54,6.61,0.55,107.04,6.60,3.30,3.30,5.33,69.09,28.41,35.95,36142,38147,14805,44,51042,4329,25995,0
2020-08-30,15:22:42.29786,0,0,1,3609,0,1768,100,0,7,32,0.00,302,0,4.42,4.24,0.00,26.62,6.58,2.04,122.36,6.60,3.30,3.30,5.33,67.45,28.46,35.94,34647,37724,18772,44,63687,24803,11132,0
2020-08-30,15:22:42.29986,0,0,1,3609,0,1790,100,0,7,32,0.00,196,0,4.25,4.09,0.00,26.78,6.59,2.04,122.36,6.60,3.30,3.30,5.33,73.23,28.48,37.02,34892,36426,23472,44,63379,60557,4226,1
2020-08-30,15:22:42.30187,0,0,1,3609,0,1812,100,0,7,32,0.00,360,0,4.02,3.95,0.00,26.57,6.58,0.61,127.04,6.59,3.29,3.30,5.33,67.11,28.55,36.12,29604,37737,15750,44,2567,52592,4051,0
2020-08-30,15:22:43.30388,0,0,1,3609,0,1834,100,0,7,19,0.00,524,0,3.86,3.91,0.00,26.58,6.60,0.61,127.04,6.59,3.29,3.30,5.33,71.77,28.44,36.12,30599,36431,23373,44,1448,55714,5408,0
2020-08-30,15:22:43.30589,0,0,1,3609,0,1856,100,0,7,19,0.00,689,0,3.82,3.86,0.00,26.61,6.59,0.61,127.04,6.59,3.29,3.30,5.33,70.18,28.40,36.33,27696,40556,19421,44,15772,4075,14666,0
2020-08-30,15:22:43.30789,0,0,1,3609,0,1878,100,0,7,19,0.00,852,0,3.75,3.78,0.00,26.64,6.56,0.29,129.29,6.60,3.30,3.30,5.33,71.32,28.48,36.43,27088,37157,16538,44,11989,3185,14784,0
2020-08-30,15:22:43.30990,0,0,1,3609,0,1900,100,0,7,19,0.00,1024,0,3.88,3.88,0.00,26.67,6.56,0.29,129.29,6.60,3.30,3.30,5.33,69.02,28.47,36.50,30384,35103,24496,44,63986,61571,11244,1
2020-08-30,15:22:43.31189,0,0,1,3609,0,1922,100,0,7,19,0.00,1179,0,4.18,4.05,0.00,26.59,6.56,0.39,132.41,6.60,3.30,3.30,5.33,72.51,28.41,36.49,29985,37637,19314,44,18405,60738,9982,0
2020-08-30,15:22:44.31390,0,0,1,3609,0,1944,100,0,7,23,0.00,1344,0,3.80,3.82,0.00,26.55,6.56,0.39,132.41,6.60,3.30,3.30,5.33,73.26,28.45,36.65,32139,37284,18240,44,1786,60309,17362,0
2020-08-30,15:22:44.31590,0,0,1,3521,0,1966,100,0,7,23,0.00,1508,0,3.73,3.75,0.00,26.67,6.56,0.39,132.41,6.58,3.29,3.30,5.33,68.15,28.48,36.69,28621,39357,24742,44,27174,34615,33419,1
2020-08-30,15:22:44.31790,0,0,1,3521,0,1988,100,0,7,23,0.00,1680,0,4.66,4.57,0.00,26.50,6.60,1.28,142.75,6.58,3.29,3.30,5.33,69.43,28.49,36.78,29116,37359,16131,44,25811,4864,46895,0
2020-08-30,15:22:44.31991,0,0,1,3521,0,2010,100,100,94,23,0.00,1778,0,4.20,4.04,0.00,26.64,6.57,1.28,142.75,6.58,3.29,3.30,5.33,71.56,28.53,36.76,35731,33672,17405,44,51112,5724,43419,1
2020-08-30,15:22:44.32191,0,0,1,3521,0,2032,100,100,94,19,0.00,1622,0,3.93,3.91,0.00,26.76,6.54,0.99,150.86,6.58,3.29,3.30,5.33,69.73,28.51,36.95,25491,36161,23540,44,63008,61459,16144,0
2020-08-30,15:22:45.32391,0,0,1,3521,0,2054,100,100,96,19,0.00,1458,0,3.88,3.92,0.00,26.59,6.59,0.99,150.86,6.58,3.29,3.30,5.33,67.87,28.51,37.07,26258,39182,16283,44,8337,40445,28524,0
2020-08-30,15:22:45.32592,0,0,1,3521,0,2076,100,100,97,19,0.00,1286,0,3.75,3.82,0.00,26.64,6.59,0.99,150.86,6.58,3.29,3.30,5.33,71.05,28.52,37.00,34362,41197,18371,44,1308,60980,16088,0
2020-08-30,15:22:45.32793,0,0,1,3521,0,2098,100,100,97,20,0.00,1122,0,3.97,3.95,0.00,26.59,6.57,0.49,154.91,6.58,3.29,3.30,5.33,70.55,28.49,37.20,30866,36279,23938,44,14612,11562,39590,0
2020-08-30,15:22:45.32994,0,0,1,3521,0,2120,100,100,97,26,0.00,967,0,3.86,3.90,0.00,26.59,6.57,0.49,154.91,6.59,3.30,3.30,5.33,70.83,28.54,37.25,30699,35239,16444,44,2464,4988,44465,1
2020-08-30,15:22:45.33195,0,0,1,3521,0,2142,100,100,96,26,0.00,795,0,3.79,3.83,0.00,26.68,6.58,2.07,172.50,6.59,3.30,3.30,5.33,75.79,28.36,37.57,31726,38194,21397,44,40750,52634,20953,1
2020-08-30,15:22:46.33395,0,0,1,3521,0,2164,100,100,98,26,0.00,631,0,3.76,3.80,0.00,26.71,6.57,2.07,172.50,6.59,3.30,3.30,5.33,68.52,28.53,37.35,29876,34344,24668,44,62410,63326,39714,0
2020-08-30,15:22:46.33595,0,0,0,0,0,2186,100,100,97,26,0.00,467,0,3.85,3.89,0.00,26.56,6.59,2.07,172.50,6.59,3.30,3.30,5.33,72.85,28.44,37.55,28493,37757,17627,44,63778,52687,38520,0
