Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,SBLO,SBHI,Wav1,Wav2,RecV,BecV,BecA,BecT,CELS,BatA,BmAH,BatV,Cel1,Cel2,TeeV,AmbT,CanT,EngT
1970-01-01,00:00:04.4034,ERR,ErrD,0,0,0,79,100,0,16,406,44.30,0,15863,827,0,0.00,0.00,0.86,18.79,6.48,1.74,0.75,6.48,3.24,3.24,5.26,89.26,17.83,17.77
1970-01-01,00:00:04.4234,ERR,ErrD,0,0,0,101,100,0,16,406,42.57,3965,8993,992,0,0.00,0.00,0.86,18.42,6.48,1.74,0.75,6.48,3.24,3.24,5.25,87.05,17.97,17.79
1970-01-01,00:00:04.4434,ERR,ErrD,0,0,0,123,100,31,16,0,43.09,8583,18246,1154,0,0.00,0.00,0.86,18.62,6.48,1.74,0.75,6.42,3.24,3.24,5.25,87.05,17.79,17.86
1970-01-01,00:00:04.4634,ERR,ErrD,0,0,0,145,100,0,16,0,42.07,8924,23633,1318,0,0.00,0.00,0.87,18.48,6.48,2.03,1.03,6.45,3.24,3.24,5.25,87.84,17.80,17.85
1970-01-01,00:00:04.4834,ERR,ErrD,0,0,0,167,100,0,16,0,42.51,7742,23633,1482,0,0.00,0.00,0.87,18.47,6.48,2.03,1.03,6.45,3.23,3.24,5.26,85.39,17.73,17.75
1970-01-01,00:00:05.5034,ERR,ErrD,0,0,0,189,100,0,16,0,42.86,8927,23633,1646,0,0.00,0.00,0.87,18.44,6.48,1.24,1.20,6.37,3.23,3.24,5.25,87.78,17.81,17.77
1970-01-01,00:00:05.5234,ERR,ErrD,0,0,0,211,100,100,16,0,42.18,8930,9597,1809,0,0.00,0.00,0.87,18.25,6.48,1.24,1.20,6.51,3.23,3.24,5.25,90.71,17.83,17.91
1970-01-01,00:00:05.5434,ERR,ErrD,0,0,0,233,100,100,16,0,42.49,6959,19840,1646,0,0.00,0.00,0.87,18.40,6.46,1.24,1.20,6.47,3.22,3.23,5.26,88.93,17.88,17.92
1970-01-01,00:00:05.5634,ERR,ErrD,0,0,0,255,100,100,16,0,42.35,6724,20257,1482,0,0.00,0.00,0.87,18.61,6.46,1.58,1.42,6.23,3.22,3.23,5.26,87.56,17.73,17.72
1970-01-01,00:00:05.5834,ERR,ErrD,0,0,0,277,100,100,16,0,42.24,8928,20257,1318,0,0.00,0.00,0.87,18.34,6.46,1.58,1.42,6.46,3.22,3.23,5.26,87.77,17.83,17.87
1970-01-01,00:00:06.6034,ERR,ErrD,0,0,0,299,100,100,16,0,43.14,4639,20257,1154,0,0.00,0.00,0.86,18.30,6.46,1.81,1.67,6.46,3.22,3.23,5.26,89.51,17.78,17.90
1970-01-01,00:00:06.6234,ERR,ErrD,0,0,0,321,100,0,16,0,42.68,6087,20715,992,0,0.00,0.00,0.86,18.22,6.45,1.81,1.67,6.47,3.22,3.23,5.25,89.18,17.76,17.77
1970-01-01,00:00:06.6434,ERR,ErrD,0,0,0,343,100,0,16,0,42.27,6087,20715,819,0,0.00,0.00,0.86,18.60,6.45,1.81,1.67,6.47,3.22,3.23,5.25,0.00,18.56,17.70
1970-01-01,00:00:06.6634,ERR,ErrD,0,0,0,365,100,0,16,0,42.74,8823,20715,663,0,0.00,0.00,0.87,18.46,6.45,2.52,2.02,6.37,3.22,3.23,5.26,0.00,18.40,17.69
1970-01-01,00:00:06.6834,ERR,ErrD,0,0,0,387,100,0,16,0,42.64,4242,20715,499,0,0.00,0.00,0.87,18.51,6.44,2.52,2.02,6.47,3.22,3.22,5.25,0.00,18.58,17.66
1970-01-01,00:00:07.7034,ERR,ErrD,0,0,0,409,100,100,16,0,42.30,7502,12927,336,0,0.00,0.00,0.87,18.26,6.44,1.99,2.30,6.38,3.22,3.22,5.25,0.00,18.71,17.67
1970-01-01,00:00:07.7234,ERR,ErrD,0,0,0,430,100,0,16,0,42.56,4855,22224,172,0,0.00,0.00,0.87,18.23,6.44,1.99,2.30,6.50,3.22,3.22,5.25,0.00,18.30,17.67
1970-01-01,00:00:07.7434,ERR,ErrD,0,0,0,452,100,0,16,0,42.70,4855,22224,327,0,0.00,0.00,0.87,18.61,6.44,1.99,2.30,6.35,3.22,3.22,5.26,0.00,18.09,17.61
1970-01-01,00:00:07.7634,ERR,ErrD,0,0,0,474,100,0,16,0,43.25,4855,22224,491,0,0.00,0.00,0.87,18.14,6.48,3.42,2.77,6.52,3.22,3.25,5.26,0.00,18.36,17.67
1970-01-01,00:00:07.7834,ERR,ErrD,0,0,0,496,100,0,16,0,42.94,6580,22224,656,0,0.00,0.00,0.87,18.36,6.48,3.42,2.77,6.47,3.22,3.25,5.26,0.00,18.33,17.70
1970-01-01,00:00:08.8034,ERR,ErrD,0,0,0,518,100,100,16,0,42.66,8903,14285,819,0,0.00,0.00,0.87,18.25,6.48,1.61,3.00,6.49,3.22,3.25,5.26,0.00,18.31,17.74
