Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,SBLO,SBHI,Wav1,Wav2,RecV,BecV,BecA,BecT,CELS,BatA,BmAH,BatV,Cel1,Cel2,TeeV,AmbT,CanT,EngT
1970-01-01,00:00:03.3644,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.50,6.57,1.11,0.46,6.57,3.27,3.30,5.26,0.00,18.81,20.33
1970-01-01,00:00:03.3845,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.48,6.57,1.11,0.46,6.58,3.27,3.30,5.26,0.00,18.97,20.24
1970-01-01,00:00:04.4045,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.44,6.57,1.13,0.62,6.58,3.27,3.30,5.26,0.00,19.21,20.22
1970-01-01,00:00:04.4245,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.43,6.57,1.13,0.62,6.57,3.27,3.30,5.26,0.00,18.99,20.31
1970-01-01,00:00:04.4445,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.43,6.57,1.13,0.62,6.57,3.27,3.30,5.26,0.00,18.78,20.28
1970-01-01,00:00:04.4645,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.52,6.57,1.13,0.78,6.57,3.27,3.30,5.26,0.00,18.95,20.20
1970-01-01,00:00:04.4845,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.42,6.56,1.13,0.78,6.56,3.27,3.29,5.26,0.00,19.07,20.30
1970-01-01,00:00:05.5045,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.45,6.56,1.11,0.93,6.56,3.27,3.29,5.26,0.00,18.91,20.30
1970-01-01,00:00:05.5245,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.45,6.56,1.11,0.93,6.57,3.27,3.29,5.26,0.00,19.08,20.28
1970-01-01,00:00:05.5445,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.45,6.56,1.11,0.93,6.59,3.27,3.29,5.26,0.00,18.94,20.29
