Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,SBLO,SBHI,Wav1,Wav2,RecV,BecV,BecA,BecT,BatV,BatA,BmAH,CELS,Cel1,Cel2,TeeV,AmbT,CanT,EngT,AccX,AccY,AccZ,AccTmp,GyrX,GyrY,GyrZ,VibS
18/08/2020,18:45:49,ERR,ErrD,1,1273,0,74,100,27,8,451,0,0,9761,1753,0,5.38,5.4,0.83,21.48,6.53,1.2,3.1,6.6,3.29,3.31,5.32,62.36,20.84,22.89,0,0,0,0,0,0,0,
18/08/2020,18:45:49,ERR,ErrD,1,1273,0,89,100,0,8,451,0,0,12373,1482,0,5,4.93,0.83,21.56,6.56,1.2,3.1,6.6,3.29,3.31,5.32,77.62,20.86,23.22,31116,38232,21885,40,29642,32573,0,
18/08/2020,18:45:49,ERR,ErrD,1,1273,0,109,100,0,8,451,0,10000,20508,1319,0,4.99,4.92,0.83,21.57,6.57,1.2,3.1,6.6,3.29,3.31,5.32,74.28,20.86,23.3,31179,35743,22243,40,25818,39429,0,
18/08/2020,18:45:49,ERR,ErrD,1,1273,0,130,100,0,8,84,0,6213,20544,1155,0,5.15,5.08,0.79,21.59,6.56,1.78,3.34,6.61,3.29,3.32,5.32,73.42,20.83,28.91,33081,40576,22738,40,28423,43301,0,
18/08/2020,18:45:49,ERR,ErrD,1,1273,0,152,100,32,8,29,0,6213,20544,992,0,5.01,4.95,0.79,21.56,6.56,1.78,3.34,6.61,3.29,3.32,5.32,76.65,20.84,23.81,31693,35746,25018,40,28465,39619,1,
18/08/2020,18:45:50,ERR,ErrD,1,1273,0,174,100,32,8,29,0,6902,20544,828,0,5.08,5.02,0.79,21.83,6.57,1.18,3.51,6.61,3.29,3.32,5.32,74.5,20.82,23.61,31764,39880,23147,40,32245,43474,0,
18/08/2020,18:45:50,ERR,ErrD,1,1273,0,196,100,32,8,29,0,6902,20544,656,0,4.83,4.74,0.87,21.6,6.57,1.18,3.51,6.61,3.29,3.32,5.32,76.98,20.83,23.82,26969,37684,20625,40,31062,40918,1,
18/08/2020,18:45:50,ERR,ErrD,1,4663,24,218,100,100,8,19,0,6919,11732,500,0,4.91,4.79,0.87,21.56,6.56,1.18,3.51,6.61,3.29,3.32,5.32,76.53,20.82,23.92,30243,37954,25908,40,32285,39530,1,
18/08/2020,18:45:50,ERR,ErrD,1,4663,24,240,100,23,8,19,0,4924,14958,336,0,4.42,4.25,0.82,21.59,6.59,1.21,3.68,6.6,3.29,3.31,5.32,72.8,20.84,24.05,35589,38401,26395,40,29848,42145,1,
18/08/2020,18:45:50,ERR,ErrD,1,4663,24,262,100,0,8,19,0,4924,17225,172,0,4.79,4.68,0.82,21.55,6.58,1.21,3.68,6.6,3.29,3.31,5.32,74.74,20.84,25.99,29785,39797,24846,40,29739,34442,1,
18/08/2020,18:45:51,ERR,ErrD,1,4663,24,284,100,0,8,23,0,4924,17225,336,0,4.42,4.23,0.82,21.54,6.6,1.14,3.84,6.6,3.29,3.31,5.32,78.05,20.76,24.26,30976,34081,23453,40,29801,35540,1,
18/08/2020,18:45:51,ERR,ErrD,1,4663,24,306,100,0,8,23,0,8317,10250,491,0,3.93,3.91,0.87,21.53,6.6,1.14,3.84,6.6,3.29,3.31,5.32,76.21,20.81,24.37,32869,36994,21508,40,29755,38355,1,
18/08/2020,18:45:51,ERR,ErrD,1,4663,24,328,100,100,8,23,0,6919,12309,656,0,3.79,3.83,0.87,21.54,6.57,1.14,3.84,6.6,3.29,3.31,5.32,75.2,20.79,24.56,32217,36773,19975,40,32258,34367,0,
18/08/2020,18:45:51,ERR,ErrD,1,4663,24,350,100,0,8,23,0,6906,17382,820,0,3.89,3.91,0.82,21.53,6.6,2.45,4.18,6.6,3.29,3.31,5.32,78.69,20.86,25.69,33340,34684,22939,40,28419,39632,0,
18/08/2020,18:45:51,ERR,ErrD,1,4663,24,372,100,0,8,19,0,6906,18783,992,0,3.82,3.85,0.82,21.56,6.58,2.45,4.18,6.6,3.29,3.31,5.32,78.74,20.83,24.84,40641,33557,20512,40,32261,37130,1,
18/08/2020,18:45:52,ERR,ErrD,1,4663,24,394,100,0,8,19,0,5205,18783,1155,0,3.68,3.73,0.82,21.51,6.59,1.3,4.36,6.6,3.29,3.31,5.32,75.3,20.87,24.89,31334,33623,23216,40,31045,38250,1,
18/08/2020,18:45:52,ERR,ErrD,1,4663,24,416,100,0,8,21,0,6902,11743,1310,0,3.65,3.69,0.76,21.6,6.59,1.3,4.36,6.61,3.3,3.31,5.32,76.64,20.85,24.73,42044,34077,18735,40,28445,39445,1,
18/08/2020,18:45:52,ERR,ErrD,1,3489,0,438,100,0,8,21,0,6902,18491,1482,0,3.81,3.8,0.76,21.58,6.58,1.3,4.36,6.61,3.3,3.31,5.32,72.25,20.84,25.07,35573,35204,18951,40,32312,38406,1,
18/08/2020,18:45:52,ERR,ErrD,1,3489,0,460,100,0,8,21,0,4914,18491,1646,0,3.46,3.4,0.79,21.66,6.5,1.36,4.55,6.61,3.3,3.31,5.32,78.39,20.85,25.11,37795,35623,20639,40,29771,44675,0,
18/08/2020,18:45:52,ERR,ErrD,1,3489,0,482,100,0,8,21,0,6902,18491,1811,0,3.66,3.7,0.79,21.58,6.54,1.36,4.55,6.6,3.28,3.32,5.32,75.66,20.8,25.23,30418,33820,20767,40,32208,39538,1,
18/08/2020,18:45:53,ERR,ErrD,1,3489,0,504,100,0,8,21,0,7940,12141,1646,0,3.49,3.4,0.79,21.6,6.54,1.99,4.82,6.6,3.28,3.32,5.32,80.54,20.88,25.37,34395,37175,19996,40,28468,39526,0,
18/08/2020,18:45:53,ERR,ErrD,1,3489,0,526,100,60,8,19,0,6909,16220,1482,0,3.45,3.39,0.87,21.56,6.54,1.99,4.82,6.6,3.28,3.32,5.32,77.64,20.81,25.03,32040,32347,20972,40,38598,36976,0,
18/08/2020,18:45:53,ERR,ErrD,1,3489,0,548,100,60,8,19,0,4901,16220,1319,0,3.49,3.42,0.87,21.53,6.59,1.99,4.82,6.6,3.28,3.32,5.32,78.35,20.81,25.48,29565,37982,19985,40,29667,43220,1,
18/08/2020,18:45:53,ERR,ErrD,1,3489,0,570,100,44,8,19,0,4901,16855,1146,0,3.45,3.4,0.83,21.57,6.6,1.7,5.06,6.6,3.29,3.31,5.32,76.41,20.84,25.53,30422,41398,20153,40,29720,42081,1,
18/08/2020,18:45:53,ERR,ErrD,1,3489,0,592,100,44,8,19,0,6920,16855,992,0,3.39,3.38,0.83,21.52,6.58,1.7,5.06,6.6,3.29,3.31,5.32,77.73,20.84,25.67,28059,37082,20524,40,30945,38304,0,
18/08/2020,18:45:54,ERR,ErrD,1,3489,0,614,100,0,8,19,0,6904,12011,828,0,3.45,3.4,0.83,21.55,6.59,1.16,5.22,6.6,3.29,3.31,5.32,76.33,20.81,25.8,30716,36355,20834,40,32208,45916,1,
18/08/2020,18:45:54,ERR,ErrD,1,3489,0,635,100,6,8,19,0,6904,18222,664,0,3.38,3.36,0.85,21.56,6.59,1.16,5.22,6.6,3.29,3.31,5.32,77.24,20.83,25.91,38117,33067,19946,40,32252,35727,0,
18/08/2020,18:45:54,ERR,ErrD,1,2805,29,657,100,6,8,21,0,6903,18222,491,0,3.38,3.36,0.85,21.57,6.55,1.16,5.22,6.6,3.29,3.31,5.32,76.95,20.84,28.93,30110,37994,19721,40,27173,35703,0,
18/08/2020,18:45:54,ERR,ErrD,1,2805,29,679,100,6,8,21,0,6623,18222,327,0,3.3,3.34,0.83,21.54,6.59,1.13,5.38,6.6,3.29,3.31,5.32,76.52,20.82,26.12,33306,40353,19208,40,23337,45936,1,
18/08/2020,18:45:54,ERR,ErrD,1,2805,29,701,100,0,8,21,0,8624,12639,172,0,3.32,3.34,0.83,21.51,6.58,1.13,5.38,6.6,3.29,3.31,5.32,77.41,20.84,26.2,30236,36663,21080,40,22062,38432,1,
18/08/2020,18:45:55,ERR,ErrD,1,2805,29,723,100,62,8,21,0,8313,16635,336,0,3.27,3.31,0.83,21.58,6.55,1.93,5.65,6.6,3.29,3.31,5.32,76.96,20.83,26.38,31489,37683,20271,40,28373,42103,0,
18/08/2020,18:45:55,ERR,ErrD,1,2805,29,745,100,62,8,21,0,6906,16635,500,0,3.43,3.39,0.86,21.56,6.59,1.93,5.65,6.6,3.29,3.31,5.32,76.03,20.81,26.51,28263,38146,20971,40,24599,38286,0,
18/08/2020,18:45:55,ERR,ErrD,1,2805,29,767,100,62,8,20,0,4915,16635,664,0,3.38,3.37,0.86,21.51,6.57,1.93,5.65,6.6,3.29,3.31,5.32,74.31,20.79,26.65,31440,39218,19996,40,23310,45918,0,
18/08/2020,18:45:55,ERR,ErrD,1,2805,29,789,100,62,8,20,0,6919,16635,820,0,3.42,3.35,0.83,21.51,6.55,1.27,5.83,6.6,3.29,3.31,5.32,73.2,20.81,26.7,33599,40718,19627,40,23307,42083,0,
18/08/2020,18:45:55,ERR,ErrD,1,2805,29,811,100,0,8,19,0,6922,12572,992,0,3.42,3.34,0.83,21.55,6.55,1.27,5.83,6.6,3.29,3.31,5.32,73.24,20.9,26.88,31530,38918,19531,40,27110,40698,1,
18/08/2020,18:45:56,ERR,ErrD,1,2805,29,833,100,0,8,19,0,6918,12572,1155,0,3.39,3.36,0.83,21.52,6.56,1.13,5.98,6.6,3.29,3.31,5.32,79.01,20.86,26.94,28000,38238,20434,40,30919,38311,0,
18/08/2020,18:45:56,ERR,ErrD,1,2805,29,855,100,0,8,19,0,4686,13370,1319,0,3.33,3.34,0.78,21.52,6.57,1.13,5.98,6.6,3.29,3.31,5.32,79.89,20.84,27,32604,39600,19872,40,33519,37113,1,
18/08/2020,18:45:56,ERR,ErrD,1,2595,0,877,100,0,8,26,0,4686,19685,1482,0,3.35,3.34,0.78,21.53,6.58,1.13,5.98,6.6,3.28,3.32,5.32,77.22,20.88,27.94,32545,40116,20466,40,32219,40730,0,
18/08/2020,18:45:56,ERR,ErrD,1,2595,0,899,100,0,8,26,0,4686,19685,1646,0,3.4,3.32,0.78,21.53,6.57,2.73,6.36,6.6,3.28,3.32,5.32,78.77,20.83,27.22,28280,38890,19951,40,24658,37088,0,
18/08/2020,18:45:56,ERR,ErrD,1,2595,0,921,100,0,8,26,0,5202,13044,1811,0,3.45,3.39,0.78,21.47,6.57,2.73,6.36,6.6,3.28,3.32,5.32,73.8,20.85,28.94,27922,39618,20156,40,29729,42083,1,
18/08/2020,18:45:57,ERR,ErrD,1,2595,0,943,100,98,8,26,0,6925,14932,1646,0,3.36,3.37,0.78,21.58,6.59,1.22,6.53,6.59,3.3,3.3,5.32,79.33,20.84,27.45,29983,41108,19975,40,29738,43232,0,
18/08/2020,18:45:57,ERR,ErrD,1,2595,0,965,100,0,8,21,0,6925,19545,1482,0,3.32,3.36,0.84,21.68,6.54,1.22,6.53,6.59,3.3,3.3,5.32,78.06,20.86,27.17,25956,32026,19760,40,25919,40804,1,
18/08/2020,18:45:57,ERR,ErrD,1,2595,0,987,100,0,8,23,0,6915,19545,1319,0,3.33,3.34,0.84,21.54,6.57,1.22,6.53,6.59,3.3,3.3,5.32,75.41,20.79,27.71,28583,33708,20103,40,30900,39387,0,
18/08/2020,18:45:57,ERR,ErrD,1,2595,0,1009,100,0,7,23,0,6926,13160,1155,0,3.29,3.32,0.86,21.47,6.58,1.24,6.7,6.59,3.3,3.3,5.32,77.71,20.86,29.5,31210,37314,20378,40,22083,35913,0,
18/08/2020,18:45:57,ERR,ErrD,1,2595,0,1031,100,71,7,23,0,6926,16668,983,0,3.23,3.31,0.86,21.5,6.58,1.24,6.7,6.59,3.28,3.31,5.32,74.29,20.84,27.87,31080,33170,20302,40,23291,39508,0,
18/08/2020,18:45:58,ERR,ErrD,1,2595,0,1053,100,71,7,23,0,6903,16668,820,0,3.21,3.26,0.86,21.52,6.59,1.13,6.86,6.59,3.28,3.31,5.32,75.69,20.83,27.95,33429,34369,20270,40,22025,41968,0,
18/08/2020,18:45:58,ERR,ErrD,1,2595,0,1075,100,71,7,19,0,6117,16668,664,0,3.21,3.25,0.87,21.56,6.59,1.13,6.86,6.59,3.28,3.31,5.32,75.18,20.83,28.04,28295,36065,19848,40,24559,32202,1,
18/08/2020,18:45:58,ERR,ErrD,1,2537,59,1096,100,7,7,19,0,6117,19221,500,0,3.21,3.24,0.87,21.49,6.55,1.13,6.86,6.59,3.29,3.3,5.32,73.39,20.84,28.13,29096,34370,20015,40,22090,42060,0,
18/08/2020,18:45:58,ERR,ErrD,1,2537,59,1118,100,0,7,19,0,8315,12914,327,0,3.12,3.2,0.81,21.51,6.57,1.64,7.09,6.59,3.29,3.3,5.32,77.41,20.82,27.8,29770,28687,20275,40,19472,42016,0,
18/08/2020,18:45:58,ERR,ErrD,1,2537,59,1140,100,0,7,19,0,6920,12914,172,0,3.23,3.18,0.81,21.52,6.56,1.64,7.09,6.59,3.29,3.3,5.32,78.87,20.85,28.31,26601,34293,19983,40,23287,44651,0,
18/08/2020,18:45:59,ERR,ErrD,1,2537,59,1162,100,6,7,28,0,6920,19041,336,0,3.2,3.16,0.81,21.49,6.59,1.11,7.24,6.59,3.29,3.3,5.32,77.07,20.83,28.42,30072,38308,19904,40,20830,44712,0,
18/08/2020,18:45:59,ERR,ErrD,1,2537,59,1184,100,6,7,28,0,6920,19041,491,0,3.15,3.12,0.86,21.55,6.57,1.11,7.24,6.6,3.29,3.31,5.32,73.55,20.9,28.53,34257,39016,19876,40,28359,45875,1,
18/08/2020,18:45:59,ERR,ErrD,1,2537,59,1206,100,0,7,28,0,6906,12943,656,0,3.1,3.13,0.86,21.58,6.6,1.11,7.24,6.6,3.29,3.31,5.32,74.87,20.85,28.26,30467,29150,20666,40,20706,35761,0,
18/08/2020,18:45:59,ERR,ErrD,1,2537,59,1228,100,47,7,28,0,6901,17396,820,0,3.04,3.1,0.84,21.51,6.58,1.19,7.41,6.6,3.29,3.31,5.32,76.12,20.85,28.68,28723,32016,20648,40,25798,39545,1,
18/08/2020,18:45:59,ERR,ErrD,1,2537,59,1250,100,47,7,20,0,6901,17396,992,0,3.22,3.08,0.84,21.51,6.55,1.19,7.41,6.59,3.29,3.3,5.32,75.83,20.81,28.79,34298,33542,21155,40,20746,40922,0,
18/08/2020,18:46:00,ERR,ErrD,1,2537,59,1272,100,47,7,20,0,5205,17396,1155,0,3.15,3.04,0.84,21.49,6.58,1.16,7.57,6.59,3.29,3.3,5.32,78.51,20.9,28.85,29445,33578,20303,40,18185,42081,1,
18/08/2020,18:46:00,ERR,ErrD,1,2537,59,1295,100,47,7,19,0,6918,17396,1319,0,3.09,3.03,0.86,21.53,6.57,1.16,7.57,6.59,3.29,3.3,5.32,75.75,20.84,28.97,30134,36762,20086,40,24518,43321,0,
18/08/2020,18:46:00,ERR,ErrD,1,2444,29,1317,100,0,7,20,0,6923,12550,1482,0,3.07,3.01,0.86,21.51,6.55,1.16,7.57,6.59,3.29,3.3,5.32,78.33,20.86,28.94,25414,31812,20550,40,22059,35804,0,
18/08/2020,18:46:00,ERR,ErrD,1,2444,29,1339,100,91,7,20,0,6909,15242,1646,0,3.09,3.01,0.86,21.6,6.56,1.3,7.75,6.6,3.29,3.31,5.32,76.35,20.84,29.08,21473,33640,20279,40,18177,38377,0,
18/08/2020,18:46:00,ERR,ErrD,1,2444,29,1360,100,27,7,20,0,6902,17830,1811,0,3.44,3,0.86,21.54,6.57,1.3,7.75,6.6,3.29,3.31,5.32,77.75,20.86,29.09,35445,34195,20185,40,24620,40850,0,
18/08/2020,18:46:01,ERR,ErrD,1,2444,29,1382,100,8,7,20,0,6902,18596,1646,0,3.36,2.98,0.86,21.54,6.57,1.82,8,6.6,3.29,3.31,5.32,75.88,20.84,29.17,26319,33819,20484,40,25883,39517,0,
18/08/2020,18:46:01,ERR,ErrD,1,2444,29,1404,100,0,7,20,0,8330,13003,1482,0,3.32,2.96,0.85,21.53,6.57,1.82,8,6.59,3.29,3.3,5.32,77.04,20.8,29.3,28661,38483,20119,40,28362,43222,0,
18/08/2020,18:46:01,ERR,ErrD,1,2444,29,1426,100,0,7,20,0,8324,19449,1310,0,3.26,2.96,0.85,21.55,6.56,1.82,8,6.59,3.29,3.3,5.32,79.6,20.83,29.37,28905,23568,20566,40,27052,35872,0,
18/08/2020,18:46:01,ERR,ErrD,1,2444,29,1448,100,0,7,20,0,8312,19449,1146,0,3.17,2.92,0.86,21.51,6.59,1.12,8.16,6.59,3.29,3.3,5.32,75.67,20.85,29.44,27020,32620,20138,40,25840,35858,1,
18/08/2020,18:46:01,ERR,ErrD,1,2444,29,1470,100,0,7,20,0,5202,19449,992,0,3.19,2.9,0.86,21.53,6.56,1.12,8.16,6.59,3.29,3.3,5.32,79.83,20.87,29.66,28073,21559,20003,40,23283,39423,0,
18/08/2020,18:46:02,ERR,ErrD,1,2444,29,1493,100,0,7,20,0,7928,19449,820,0,3.12,2.87,0.86,21.56,6.57,1.13,8.32,6.58,3.28,3.3,5.32,80.29,20.87,29.74,33255,29070,20896,40,49673,44530,1,
18/08/2020,18:46:02,ERR,ErrD,1,2444,29,1515,100,0,7,20,0,8313,13319,656,0,3.09,2.86,0.88,21.69,6.54,1.13,8.32,6.58,3.28,3.3,5.32,72.39,20.89,31.1,27178,27533,23450,40,57246,57055,0,
18/08/2020,18:46:02,ERR,ErrD,1,2355,0,1537,100,0,7,20,0,6907,13319,491,0,3.06,2.85,0.88,21.58,6.55,1.13,8.32,6.58,3.28,3.3,5.32,77.65,20.84,29.99,26780,39563,18878,40,54891,60931,1,
18/08/2020,18:46:02,ERR,ErrD,1,2355,0,1559,100,86,7,20,0,6919,16237,327,0,2.97,2.74,0.86,21.61,6.55,1.26,8.49,6.59,3.29,3.3,5.32,81.59,20.86,30.24,25582,43882,18078,40,3982,59872,1,
18/08/2020,18:46:02,ERR,ErrD,1,2355,0,1581,100,0,7,20,0,6903,20635,172,0,2.98,2.81,0.86,21.68,6.52,1.26,8.49,6.59,3.29,3.3,5.32,78.66,20.9,30.59,26494,43554,18670,40,7431,4886,0,
18/08/2020,18:46:03,ERR,ErrD,1,2355,0,1603,100,0,7,20,0,6630,13544,336,0,3,2.68,0.86,21.61,6.57,1.61,8.72,6.59,3.29,3.3,5.32,79.95,20.83,30.71,27294,40285,20131,40,6356,4678,1,
18/08/2020,18:46:03,ERR,ErrD,1,2355,0,1625,100,0,7,20,0,4688,13544,500,0,2.95,2.65,0.86,21.8,6.55,1.61,8.72,6.59,3.29,3.3,5.32,76.91,20.83,31.04,23750,42201,17619,40,2372,61669,1,
18/08/2020,18:46:03,ERR,ErrD,1,2355,0,1647,100,0,7,20,0,4688,13544,664,0,2.93,2.64,0.86,21.76,6.57,1.61,8.72,6.57,3.27,3.3,5.32,77.16,20.84,31.29,23478,42733,20440,40,64413,56484,1,
18/08/2020,18:46:03,ERR,ErrD,1,2355,0,1669,100,100,7,20,0,7633,14933,820,0,2.96,2.63,0.85,21.56,6.59,1.47,8.92,6.57,3.27,3.3,5.32,77.7,20.87,31.38,30945,38593,20315,40,64229,6272,1,
18/08/2020,18:46:03,ERR,ErrD,1,2355,0,1691,100,6,7,20,0,6904,19665,992,0,3.03,2.6,0.85,21.59,6.57,1.47,8.92,6.57,3.27,3.3,5.32,75.65,20.85,31.48,28577,40094,19554,40,58530,12385,0,
18/08/2020,18:46:04,ERR,ErrD,1,2355,0,1713,100,0,7,20,0,7634,13414,1155,0,3.01,2.59,0.85,21.58,6.58,2.56,9.28,6.57,3.27,3.3,5.32,74.41,20.89,31.59,26760,45286,22053,40,63340,63580,1,
18/08/2020,18:46:04,ERR,ErrD,1,2355,0,1735,100,0,7,20,0,5204,13414,1319,0,2.99,2.59,0.82,21.55,6.51,2.56,9.28,6.57,3.28,3.3,5.32,79.31,20.85,31.71,26013,42182,21209,40,23238,19596,0,
18/08/2020,18:46:04,ERR,ErrD,1,2322,29,1756,100,82,7,20,0,5204,16501,1475,0,2.99,2.55,0.82,21.6,6.55,2.56,9.28,6.57,3.28,3.3,5.32,75.28,20.89,31.77,33298,41584,16283,40,14293,2504,1,
18/08/2020,18:46:04,ERR,ErrD,1,2322,29,1778,100,22,7,28,0,5204,18898,1646,0,2.95,2.54,0.85,21.6,6.58,1.26,9.46,6.57,3.28,3.3,5.32,76.41,20.87,31.84,29397,39251,20950,40,6844,2803,1,
18/08/2020,18:46:04,ERR,ErrD,1,2322,29,1800,100,0,7,28,0,10329,13400,1811,0,2.92,2.53,0.85,21.56,6.5,1.26,9.46,6.58,3.29,3.3,5.32,74.81,20.84,31.88,24519,45936,20943,40,64284,61893,1,
18/08/2020,18:46:05,ERR,ErrD,1,2322,29,1822,100,0,7,28,0,8315,13495,1646,0,2.89,2.5,0.85,21.52,6.56,1.16,9.62,6.58,3.29,3.3,5.32,76.44,20.8,31.53,28416,35846,17451,40,63427,61484,1,
18/08/2020,18:46:05,ERR,ErrD,1,2322,29,1844,100,71,7,28,0,8133,16895,1482,0,2.86,2.49,0.84,21.53,6.56,1.16,9.62,6.58,3.29,3.3,5.32,74.85,20.81,34.66,27411,43399,21708,40,63192,60330,1,
18/08/2020,18:46:05,ERR,ErrD,1,2322,29,1866,100,71,7,23,0,8317,16895,1319,0,2.83,2.47,0.84,21.56,6.58,1.16,9.62,6.58,3.29,3.3,5.32,76.48,20.9,32.12,28987,45439,19229,40,2647,22106,1,
18/08/2020,18:46:05,ERR,ErrD,1,2322,29,1888,100,71,7,23,0,5204,16895,1155,0,3.03,2.49,0.86,21.59,6.51,1.55,9.83,6.58,3.29,3.3,5.32,74.56,20.83,32.24,27558,40269,16056,40,4021,5340,1,
18/08/2020,18:46:05,ERR,ErrD,1,2322,29,1910,100,0,7,23,0,8321,13400,992,0,2.97,2.45,0.86,21.61,6.54,1.55,9.83,6.58,3.29,3.3,5.32,75.54,20.91,32.28,28499,39428,20444,40,1180,50624,1,
18/08/2020,18:46:06,ERR,ErrD,1,2322,29,1931,100,0,7,23,0,6920,21105,828,0,2.93,2.45,0.86,21.68,6.55,1.17,10,6.58,3.29,3.3,5.32,75.93,20.91,32.36,28086,40823,22687,40,9209,58073,0,
18/08/2020,18:46:06,ERR,ErrD,1,2322,29,1953,100,0,7,20,0,6920,21105,664,0,2.92,2.46,0.81,21.66,6.51,1.17,10,6.57,3.28,3.3,5.32,79.59,20.94,32.38,28395,39358,16616,40,52230,4249,1,
18/08/2020,18:46:06,ERR,ErrD,1,2199,29,1975,100,0,7,20,0,5201,21105,500,0,3.07,2.46,0.81,21.68,6.54,1.17,10,6.57,3.28,3.3,5.32,73.09,20.86,32.47,31022,50944,21128,40,62535,59400,1,
18/08/2020,18:46:06,ERR,ErrD,1,2199,29,1997,100,0,7,20,0,4909,21105,336,0,3.04,2.46,0.85,21.65,6.51,1.57,10.21,6.57,3.28,3.3,5.32,76.88,20.85,32.56,24816,47399,21291,40,2610,18567,1,
18/08/2020,18:46:06,ERR,ErrD,1,2199,29,2019,100,100,94,20,0,8316,13400,172,0,3.15,2.43,0.85,21.63,6.52,1.57,10.21,6.57,3.28,3.3,5.32,76.21,20.87,32.63,26602,39618,18698,40,63445,14660,1,
18/08/2020,18:46:07,ERR,ErrD,1,2199,29,2041,100,100,95,21,0,6921,13400,336,0,3.13,2.41,0.85,21.63,6.54,2.32,10.54,6.57,3.28,3.3,5.32,75.36,20.87,32.68,30124,52138,23653,40,62638,63373,1,
18/08/2020,18:46:07,ERR,ErrD,1,2199,29,2063,100,100,96,21,0,6627,13400,491,0,3.08,2.39,0.87,21.65,6.54,2.32,10.54,6.57,3.28,3.3,5.32,76.8,20.88,32.77,27722,40580,16287,40,2531,63026,1,
18/08/2020,18:46:07,ERR,ErrD,1,2199,29,2085,100,95,97,21,0,8308,13850,656,0,3.05,2.39,0.87,21.63,6.56,2.32,10.54,6.57,3.28,3.3,5.32,76.73,20.86,32.82,26776,43558,20566,40,2001,63015,0,
18/08/2020,18:46:07,ERR,ErrD,1,2199,29,2107,100,100,98,21,0,8325,13400,828,0,2.98,2.36,0.87,21.62,6.57,2.75,10.92,6.58,3.27,3.31,5.32,78.3,20.83,32.93,29387,47199,22015,40,11867,6467,0,
18/08/2020,18:46:07,ERR,ErrD,1,2199,29,2129,100,100,99,20,0,8318,13400,992,0,2.97,2.37,0.87,21.68,6.52,2.75,10.92,6.58,3.27,3.31,5.32,81.45,20.88,32.99,22520,43411,14209,40,42147,4220,1,
18/08/2020,18:46:08,ERR,ErrD,1,2199,29,2151,100,100,99,20,0,8314,13584,1146,0,3.08,2.35,0.87,21.65,6.55,1.29,11.1,6.58,3.27,3.31,5.32,71.67,20.88,33.04,27941,46729,21193,40,63536,57192,1,
18/08/2020,18:46:08,ERR,ErrD,1,2199,29,2173,100,84,99,20,0,8312,14327,1310,0,3.02,2.35,0.87,21.72,6.56,1.29,11.1,6.58,3.27,3.31,5.32,76.04,20.84,33.09,29930,51706,23775,40,28571,11211,0,
18/08/2020,18:46:08,ERR,ErrD,1,2149,0,2195,100,0,99,20,0,8312,17852,1482,0,2.98,2.34,0.87,21.63,6.57,1.29,11.1,6.57,3.28,3.3,5.32,75.22,20.88,33.17,24617,38935,14564,40,2143,2962,0,
18/08/2020,18:46:08,ERR,ErrD,1,2149,0,2217,100,100,98,20,0,6928,13400,1646,0,2.95,2.36,0.86,21.68,6.54,3.03,11.52,6.57,3.28,3.3,5.32,76.08,20.86,33.26,26133,44656,22247,40,1831,61235,0,
18/08/2020,18:46:08,ERR,ErrD,1,2149,0,2239,100,77,98,20,0,8328,14580,1802,0,3,2.35,0.86,21.75,6.5,3.03,11.52,6.57,3.28,3.3,5.32,73.79,20.97,33.38,30206,46889,19899,40,842,2789,0,
18/08/2020,18:46:09,ERR,ErrD,1,2149,0,2262,100,34,98,25,0,7933,16304,1646,0,2.95,2.34,0.86,21.69,6.54,1.14,11.68,6.57,3.28,3.3,5.32,71.65,20.88,33.41,24836,39871,14779,40,64015,7977,0,
18/08/2020,18:46:09,ERR,ErrD,1,2149,0,2284,100,34,98,25,0,7933,16304,1482,0,2.92,2.33,0.88,21.76,6.54,1.14,11.68,6.56,3.26,3.3,5.32,73.37,20.89,33.55,25586,45241,23418,40,62376,61597,0,
18/08/2020,18:46:09,ERR,ErrD,1,2149,0,2306,100,100,98,25,0,8328,13400,1319,0,2.87,2.31,0.88,21.59,6.57,1.14,11.68,6.56,3.26,3.3,5.32,75.35,20.84,33.63,26704,49671,21157,40,13491,62813,0,
18/08/2020,18:46:09,ERR,ErrD,1,2149,0,2328,100,0,99,25,0,6906,18006,1155,0,2.86,2.3,0.86,21.71,6.54,3.26,12.13,6.56,3.26,3.3,5.32,78.05,20.94,33.72,29347,43907,15630,40,1269,53305,0,
18/08/2020,18:46:09,ERR,ErrD,1,2149,0,2350,100,0,95,20,0,6906,18006,992,0,2.85,2.31,0.86,21.66,6.53,3.26,12.13,6.56,3.28,3.29,5.32,78.24,20.91,33.8,24948,50622,22501,40,4274,49134,0,
18/08/2020,18:46:10,ERR,ErrD,1,2149,0,2372,100,0,90,20,0,5204,18006,828,0,2.85,2.29,0.86,21.75,6.54,1.17,12.3,6.56,3.28,3.29,5.32,73.94,20.9,33.91,25919,43784,17711,40,2728,3156,0,
18/08/2020,18:46:10,ERR,ErrD,1,2149,0,2392,99,100,86,46,0,5210,10365,656,0,2.9,2.29,0.83,21.75,6.52,1.17,12.3,6.56,3.28,3.29,5.32,76.78,20.85,34,24760,44502,17971,40,53234,9043,1,
18/08/2020,18:46:10,ERR,ErrD,1,2088,0,2414,99,100,84,46,0,8335,13400,491,0,2.79,2.24,0.83,21.74,6.55,1.17,12.3,6.56,3.28,3.29,5.32,77.18,20.87,34.09,24942,46001,24569,40,63560,62875,0,
