Date,Time,5100,5101,5102,5103,RSSI(dB),TRSS(dB),TQly,5104,RxBt(V),5105,5106,Cels(V),5107,5108,A2(V),5109,5119,511B,511C,511D,511E,511F,511G,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LSW,TxBat(V)
2022-06-04,08:08:37.930,0,0,1,7,91,123,36,80,6.5,0,0,6.51,67,18,11.3,17,526,0,0,86,114,12,18,-1,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:38.430,0,0,2,98,88,118,36,90,6.5,0,0,6.51,71,18,11.3,17,526,0,0,86,120,12,18,-1,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:38.930,0,0,2,100,86,121,75,77,6.6,0,0,6.52,71,18,11.3,17,526,0,0,86,111,12,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:08:39.430,0,0,2,100,87,119,96,0,6.6,0,0,6.52,70,18,11.3,17,526,0,0,85,112,13,18,-1,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:39.930,0,0,2,100,86,125,96,15,6.6,0,0,6.52,68,18,11.3,17,526,0,0,85,130,13,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:40.430,0,0,2,100,87,120,86,85,6.6,0,0,6.52,67,18,11.3,17,526,0,0,85,121,13,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:40.930,0,0,2,100,85,124,86,71,6.6,0,0,6.52,70,18,11.3,17,526,0,0,86,113,13,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:41.430,0,0,2,100,86,121,89,100,6.6,0,0,6.52,73,18,11.3,17,526,0,0,84,125,13,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:08:41.930,0,0,2,100,87,123,89,58,6.6,0,0,6.52,69,18,11.3,17,526,0,0,86,112,13,18,-1,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:42.430,0,0,2,100,86,122,92,58,6.6,0,0,6.52,70,18,11.3,17,526,0,0,85,111,14,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:42.930,0,0,2,100,86,119,90,84,6.6,0,0,6.52,65,18,11.3,17,526,0,0,84,122,14,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:08:43.430,0,0,2,100,88,124,90,0,6.6,0,0,6.52,71,18,11.3,17,526,0,0,87,116,14,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:08:43.930,0,0,2,100,88,120,84,0,6.6,0,0,6.52,67,18,11.3,17,526,0,0,84,110,14,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:44.430,0,0,2,97,87,125,84,0,6.6,0,0,6.52,67,18,11.3,17,526,0,0,85,112,14,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:44.930,0,0,2,97,87,120,74,33,6.6,0,0,6.52,72,18,11.3,17,526,0,0,86,127,14,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:08:45.430,0,0,2,100,88,123,74,32,6.6,0,0,6.52,66,18,11.3,17,526,0,0,86,111,15,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:08:45.930,0,0,2,100,88,122,68,97,6.6,0,0,6.52,66,18,11.3,17,526,0,0,85,112,15,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:08:46.430,0,0,2,100,87,119,68,99,6.6,0,0,6.52,72,18,11.3,17,525,0,0,86,130,15,18,-1,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:46.930,0,0,2,100,88,123,65,100,6.6,0,0,6.52,70,18,11.3,17,526,0,0,84,130,15,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:47.430,0,0,3,100,87,119,78,100,6.6,0,0,6.51,0,18,11.3,17,526,0,0,85,111,15,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:47.930,0,0,3,100,87,123,78,88,6.6,0,0,6.52,0,17,11.3,17,526,0,0,86,130,15,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:48.430,0,0,3,100,88,120,90,100,6.6,0,0,6.52,0,18,11.3,17,526,0,0,85,114,16,18,-1,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:48.930,0,0,3,100,87,125,90,100,6.6,0,0,6.52,0,17,11.3,17,526,0,0,85,109,16,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:49.430,0,0,3,100,86,121,90,0,6.5,0,0,6.52,0,17,11.3,17,526,0,0,85,127,16,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:49.930,0,0,3,100,85,124,90,0,6.5,0,0,6.52,0,17,11.3,17,526,0,0,85,112,16,18,-1,-1,-1024,0,-108,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:50.430,0,0,3,100,86,120,97,0,6.6,0,0,6.52,0,18,11.3,17,526,0,0,84,111,16,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:50.930,0,0,3,98,84,117,99,32,6.5,0,0,6.52,0,17,11.3,17,526,0,0,86,159,16,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:51.430,0,0,3,98,85,121,99,0,6.5,0,0,6.52,0,17,11.3,17,526,0,0,85,111,17,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:51.930,0,0,3,100,81,118,99,32,6.6,0,0,6.52,0,17,11.3,17,526,0,0,85,110,17,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:08:52.430,0,0,3,100,83,122,99,0,6.6,0,0,6.52,0,17,11.3,17,526,0,0,85,124,17,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:08:52.930,0,0,3,100,83,118,99,0,6.6,0,0,6.52,0,17,11.3,17,526,0,0,85,130,17,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:08:53.430,0,0,3,100,84,122,99,100,6.6,0,0,6.52,0,17,11.3,17,526,0,0,85,114,17,18,-1,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:53.930,0,0,3,98,84,119,96,75,6.6,0,0,6.52,0,17,11.3,17,526,0,0,86,122,17,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:54.430,0,0,3,98,81,121,96,69,6.6,0,0,6.52,0,17,11.3,17,526,0,0,85,112,17,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:08:54.930,0,0,3,98,84,120,93,50,6.6,0,0,6.52,0,17,11.3,17,526,0,0,84,110,18,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:55.430,0,0,3,100,85,118,98,100,6.6,0,0,6.52,0,18,11.3,17,526,0,0,86,149,18,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:55.930,0,0,3,100,84,123,98,100,6.6,0,0,6.52,0,17,11.3,17,526,0,0,85,113,18,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:56.430,0,0,4,100,83,118,95,0,6.6,0,0,6.52,0,18,11.4,17,526,0,0,85,111,18,18,0,-1,-1024,0,-108,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:08:56.930,0,0,4,98,82,121,95,58,6.6,0,0,6.52,0,17,11.4,17,526,0,0,87,129,18,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:57.430,0,0,4,98,83,117,98,28,6.6,0,0,6.52,0,17,11.4,17,526,0,0,85,112,19,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:57.930,0,0,4,100,84,117,98,0,6.6,0,0,6.52,0,17,11.4,17,526,0,0,86,111,19,18,0,-1,-1024,0,-108,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:58.430,0,0,4,100,86,103,97,28,6.6,0,0,6.52,0,17,11.4,17,526,0,0,86,128,19,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:08:58.930,0,0,4,100,92,122,97,28,6.6,0,0,6.52,0,17,11.4,17,526,0,0,85,111,19,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:08:59.430,0,0,4,100,83,110,98,21,6.6,0,0,6.52,0,17,11.3,17,526,0,0,84,116,19,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:08:59.930,0,0,4,98,85,118,98,70,6.6,0,0,6.52,0,17,11.3,17,526,0,0,86,127,19,18,0,0,-1024,-1,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000014,7.6
2022-06-04,08:09:00.430,0,0,4,98,87,114,98,0,6.6,0,0,6.51,0,17,11.3,17,526,0,0,86,111,20,18,0,0,-1024,-1,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:09:00.930,0,0,4,100,86,106,100,80,6.6,0,0,6.52,0,17,11.4,17,526,0,0,85,110,20,18,-1,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:09:01.430,0,0,4,100,86,114,100,0,6.6,0,0,6.52,0,17,11.4,17,526,0,0,85,125,20,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:09:01.930,0,0,4,100,85,107,99,43,6.6,0,0,6.52,0,17,11.4,17,526,0,0,85,130,20,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:09:02.430,0,0,4,100,86,115,99,0,6.6,0,0,6.52,0,17,11.4,17,526,0,0,85,110,20,18,0,-1,-1024,-1,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:09:02.930,0,0,4,100,83,109,98,0,6.6,0,0,6.53,0,17,11.4,17,526,0,0,85,110,20,18,0,-1,-1024,-1,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:09:03.430,0,0,4,100,85,118,98,100,6.6,0,0,6.53,0,17,11.4,17,526,0,0,86,128,21,18,0,0,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:09:03.930,0,0,4,100,83,112,97,0,6.6,0,0,6.52,0,17,11.4,17,526,0,0,85,111,21,18,0,-1,-1024,-1,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:09:04.430,0,0,4,100,85,122,97,71,6.6,0,0,6.52,0,17,11.4,17,526,0,0,84,110,21,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000000054,7.6
2022-06-04,08:09:04.930,0,0,4,100,84,115,99,27,6.6,0,0,6.52,0,17,11.4,17,526,0,0,86,126,21,18,0,-1,-1024,0,-107,-1024,487,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:09:05.430,0,0,4,100,86,124,99,27,6.6,0,0,6.52,0,17,11.3,17,526,0,0,84,113,21,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:09:05.930,0,0,5,100,85,117,99,100,6.6,0,0,6.52,0,17,11.3,17,525,0,0,86,109,21,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0x0000000000004014,7.6
2022-06-04,08:09:06.430,0,0,5,100,84,109,98,0,6.6,0,0,6.52,0,18,11.3,17,526,0,0,86,127,22,18,0,-1,-1024,0,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,0,1,1,-1,-1,-1,0x0000000000004054,7.6
2022-06-04,08:09:06.930,0,0,5,100,85,119,98,100,6.6,0,0,6.52,0,17,11.3,17,526,0,0,84,110,22,18,0,-1,-1024,-1,-107,-1024,486,-1024,-1024,0,0,1024,1024,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0x000000000000004C,7.6
