Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,SBLO,SBHI,Wav1,Wav2,RecV,BecV,BecA,BecT,CELS,BatA,BmAH,BatV,Cel1,Cel2,TeeV,AmbT,CanT,EngT
1970-01-01,00:00:03.3775,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.36,6.54,1.06,0.45,6.54,3.26,3.28,5.26,0.00,17.18,16.04
1970-01-01,00:00:03.3975,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.30,6.54,1.06,0.45,6.52,3.26,3.28,5.25,0.00,17.89,15.68
1970-01-01,00:00:04.4175,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.39,6.54,1.08,0.60,6.51,3.26,3.28,5.25,0.00,17.20,15.73
1970-01-01,00:00:04.4375,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.49,6.55,1.08,0.60,6.51,3.27,3.28,5.26,0.00,17.62,15.78
1970-01-01,00:00:04.4575,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.28,6.55,1.08,0.60,6.52,3.27,3.28,5.26,0.00,17.73,15.85
1970-01-01,00:00:04.4775,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.77,15.30,6.55,1.05,0.74,6.51,3.27,3.28,5.26,0.00,17.78,15.93
1970-01-01,00:00:04.4975,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.77,15.35,6.55,1.05,0.74,6.54,3.27,3.28,5.25,0.00,17.60,15.61
1970-01-01,00:00:05.5175,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.22,6.53,1.08,0.89,6.53,3.26,3.27,5.26,0.00,17.55,15.81
1970-01-01,00:00:05.5375,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.36,6.53,1.08,0.89,6.51,3.26,3.27,5.25,0.00,17.66,15.91
1970-01-01,00:00:05.5575,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.39,6.53,1.08,0.89,6.53,3.26,3.27,5.26,0.00,17.56,15.83
1970-01-01,00:00:05.5775,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.39,6.53,1.06,1.04,6.54,3.26,3.27,5.26,0.00,17.52,15.74
1970-01-01,00:00:05.5975,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.25,6.53,1.06,1.04,6.52,3.26,3.27,5.25,0.00,17.84,15.95
1970-01-01,00:00:06.6175,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.36,6.53,1.07,1.19,6.53,3.26,3.27,5.26,0.00,17.46,15.85
1970-01-01,00:00:06.6375,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.26,6.53,1.07,1.19,6.51,3.26,3.27,5.26,0.00,17.36,15.93
1970-01-01,00:00:06.6575,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,15.34,6.54,1.07,1.19,6.51,3.26,3.28,5.25,0.00,17.34,15.89
