Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,SBLO,SBHI,Wav1,Wav2,RecV,BecV,BecA,BecT,CELS,BatA,BmAH,BatV,Cel1,Cel2,TeeV,AmbT,CanT,EngT
1970-01-01,00:00:03.3756,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.58,6.64,1.12,0.47,6.60,3.31,3.32,5.25,70.41,19.02,20.57
1970-01-01,00:00:03.3959,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.58,6.64,1.12,0.47,6.60,3.31,3.32,5.25,70.41,19.02,20.57
1970-01-01,00:00:04.4159,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.59,6.64,1.15,0.63,6.61,3.31,3.32,5.26,63.36,19.00,20.60
1970-01-01,00:00:04.4359,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.60,6.64,1.15,0.63,6.59,3.31,3.32,5.25,68.40,19.00,20.58
1970-01-01,00:00:04.4559,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.59,6.64,1.15,0.63,6.63,3.31,3.32,5.25,67.65,18.99,20.58
1970-01-01,00:00:04.4759,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.64,1.12,0.79,6.66,3.31,3.32,5.24,66.09,19.01,20.57
1970-01-01,00:00:04.4959,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.64,1.12,0.79,6.68,3.31,3.32,5.26,66.95,18.99,20.55
1970-01-01,00:00:05.5159,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.60,6.63,1.12,0.94,6.65,3.31,3.31,5.25,67.08,19.00,20.57
1970-01-01,00:00:05.5359,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.59,6.63,1.12,0.94,6.61,3.31,3.31,5.25,67.47,18.99,20.55
1970-01-01,00:00:05.5559,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.58,6.63,1.12,0.94,6.61,3.31,3.31,5.25,68.79,18.98,20.56
1970-01-01,00:00:05.5759,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.58,6.64,1.13,1.10,6.65,3.30,3.33,5.26,68.77,19.01,20.57
1970-01-01,00:00:05.5959,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.60,6.64,1.13,1.10,6.64,3.30,3.33,5.24,64.35,18.99,20.60
1970-01-01,00:00:06.6159,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.64,1.14,1.26,6.61,3.30,3.33,5.25,69.30,19.02,20.55
1970-01-01,00:00:06.6359,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.64,1.14,1.26,6.64,3.30,3.33,5.25,68.32,19.04,20.58
1970-01-01,00:00:06.6559,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.60,6.64,1.14,1.26,6.60,3.31,3.32,5.25,68.33,19.00,20.57
1970-01-01,00:00:06.6759,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.64,1.12,1.41,6.60,3.31,3.32,5.25,67.83,19.02,20.58
1970-01-01,00:00:06.6959,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.64,1.12,1.41,6.59,3.31,3.32,5.26,66.99,18.99,20.57
1970-01-01,00:00:07.7159,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.57,6.64,1.14,1.57,6.57,3.31,3.32,5.25,70.14,19.02,20.55
1970-01-01,00:00:07.7359,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.63,1.14,1.57,6.62,3.31,3.31,5.25,63.67,18.98,20.55
1970-01-01,00:00:07.7559,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.63,1.14,1.57,6.61,3.31,3.31,5.25,68.12,19.00,20.58
1970-01-01,00:00:07.7759,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.62,6.63,1.13,1.73,6.65,3.31,3.31,5.26,67.45,19.03,20.60
1970-01-01,00:00:07.7959,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.60,6.64,1.13,1.73,6.60,3.31,3.32,5.25,68.55,18.99,20.56
1970-01-01,00:00:08.8159,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.59,6.64,1.13,1.89,6.58,3.31,3.32,5.25,71.00,19.01,20.57
1970-01-01,00:00:08.8359,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.60,6.64,1.13,1.89,6.56,3.31,3.32,5.25,69.03,19.02,20.56
1970-01-01,00:00:08.8559,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.84,19.60,6.64,1.13,1.89,6.58,3.31,3.32,5.25,70.11,19.03,20.54
1970-01-01,00:00:08.8759,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.60,6.63,1.11,2.04,6.62,3.31,3.31,5.24,68.14,19.01,20.60
1970-01-01,00:00:08.8959,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.60,6.63,1.11,2.04,6.56,3.31,3.31,5.25,66.21,18.98,20.55
1970-01-01,00:00:09.9159,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.59,6.63,1.12,2.20,6.61,3.31,3.31,5.25,64.00,18.99,20.57
1970-01-01,00:00:09.9359,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.60,6.63,1.12,2.20,6.60,3.31,3.31,5.25,67.40,19.00,20.59
1970-01-01,00:00:09.9559,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.82,19.61,6.63,1.12,2.20,6.63,3.30,3.32,5.25,70.20,19.00,20.58
1970-01-01,00:00:09.9759,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.83,19.59,6.63,1.13,2.35,6.60,3.30,3.32,5.25,69.31,18.98,20.53
