Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,SBLO,SBHI,Wav1,Wav2,RecV,BecV,BecA,BecT,CELS,BatA,BmAH,BatV,Cel1,Cel2,TeeV,AmbT,CanT,EngT
1970-01-01,00:00:04.4020,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.74,13.90,6.59,1.07,0.44,6.53,3.30,3.30,5.26,89.70,14.84,14.56
1970-01-01,00:00:04.4224,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.74,13.90,6.59,1.07,0.44,6.53,3.30,3.30,5.26,89.70,14.84,14.56
1970-01-01,00:00:04.4424,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.84,6.59,1.04,0.59,6.53,3.30,3.30,5.26,87.14,14.52,14.59
1970-01-01,00:00:04.4625,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.86,6.59,1.04,0.59,6.53,3.30,3.30,5.26,87.92,14.32,14.51
1970-01-01,00:00:04.4825,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.82,6.59,1.04,0.59,6.51,3.29,3.30,5.26,89.24,14.55,14.58
1970-01-01,00:00:05.5025,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.86,6.59,1.04,0.73,6.52,3.29,3.30,5.27,88.20,14.38,14.56
1970-01-01,00:00:05.5225,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.85,6.59,1.04,0.73,6.55,3.29,3.30,5.27,92.10,14.46,14.52
1970-01-01,00:00:05.5425,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.89,6.58,1.04,0.88,6.54,3.29,3.30,5.26,89.44,14.42,14.55
1970-01-01,00:00:05.5625,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.84,6.58,1.04,0.88,6.53,3.29,3.30,5.26,93.60,14.46,14.52
1970-01-01,00:00:05.5825,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.87,6.58,1.04,0.88,6.52,3.29,3.30,5.27,88.28,14.57,14.66
1970-01-01,00:00:06.6025,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,13.80,6.58,1.04,1.02,6.54,3.29,3.30,5.26,88.00,14.46,14.50
1970-01-01,00:00:06.6225,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.76,13.86,6.59,1.04,1.02,6.52,3.29,3.30,5.26,87.24,14.30,14.59
1970-01-01,00:00:06.6425,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.84,6.59,1.05,1.17,6.54,3.29,3.30,5.26,84.54,14.35,14.52
1970-01-01,00:00:06.6625,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.87,6.59,1.05,1.17,6.53,3.29,3.30,5.26,88.58,14.42,14.62
1970-01-01,00:00:06.6825,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.82,6.59,1.05,1.17,6.53,3.29,3.30,5.26,86.88,14.57,14.49
1970-01-01,00:00:07.7025,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.86,6.59,1.05,1.32,6.53,3.29,3.30,5.26,88.70,14.24,14.51
1970-01-01,00:00:07.7225,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.86,6.59,1.05,1.32,6.52,3.29,3.30,5.26,89.08,14.46,14.52
1970-01-01,00:00:07.7425,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.88,6.59,1.05,1.46,6.50,3.29,3.30,5.26,88.53,14.44,14.50
1970-01-01,00:00:07.7625,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.85,6.58,1.05,1.46,6.54,3.29,3.30,5.26,88.50,14.07,14.50
1970-01-01,00:00:07.7825,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.86,6.58,1.05,1.46,6.52,3.29,3.30,5.26,88.99,14.60,14.55
1970-01-01,00:00:08.8025,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.80,6.58,1.06,1.61,6.52,3.29,3.30,5.26,87.25,14.62,14.55
1970-01-01,00:00:08.8225,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.85,6.58,1.06,1.61,6.52,3.29,3.30,5.26,90.06,14.34,14.49
1970-01-01,00:00:08.8425,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.87,6.58,1.04,1.76,6.51,3.29,3.30,5.26,91.76,14.42,14.54
1970-01-01,00:00:08.8625,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.85,6.58,1.04,1.76,6.52,3.29,3.30,5.27,93.83,14.68,14.53
1970-01-01,00:00:08.8825,ERR,ErrD,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0.75,13.83,6.58,1.04,1.76,6.50,3.29,3.30,5.27,92.19,14.43,14.52
