Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,SBLO,SBHI,Wav1,Wav2,RecV,BecV,BecA,BecT,CELS,BatA,BmAH,BatV,Cel1,Cel2,TeeV,AmbT,CanT,EngT
1970-01-01,00:00:04.4288,ERR,ErrD,0,0,0,71,100,60,16,394,43.66,0,10000,1097,0,0.00,0.00,0.83,19.66,6.59,1.10,0.46,6.54,3.29,3.30,5.24,75.66,19.21,20.71
1970-01-01,00:00:04.4488,ERR,ErrD,0,0,0,86,99,100,16,394,41.86,0,16732,942,0,0.00,0.00,0.84,20.18,6.59,1.50,0.70,6.48,3.29,3.30,5.25,73.30,19.23,20.82
1970-01-01,00:00:04.4688,ERR,ErrD,0,0,0,108,99,30,16,0,43.52,4820,9252,770,0,0.00,0.00,0.84,19.91,6.53,1.50,0.70,6.54,3.26,3.27,5.25,76.33,19.27,20.65
1970-01-01,00:00:04.4888,ERR,ErrD,0,0,0,130,99,100,16,0,43.85,8804,16745,606,0,0.00,0.00,0.85,20.00,6.53,1.23,0.87,6.46,3.26,3.27,5.25,76.33,19.31,20.71
1970-01-01,00:00:05.5088,ERR,ErrD,0,0,0,152,99,97,16,0,43.42,5391,16745,451,0,0.00,0.00,0.85,19.81,6.53,1.23,0.87,6.54,3.26,3.27,5.25,72.01,19.21,20.68
1970-01-01,00:00:05.5288,ERR,ErrD,0,0,0,174,100,28,16,0,44.25,6580,20173,288,0,0.00,0.00,0.85,19.89,6.53,1.23,0.87,6.56,3.26,3.27,5.24,72.56,19.18,20.80
1970-01-01,00:00:05.5488,ERR,ErrD,0,0,0,196,100,9,16,54,44.39,6217,20765,221,0,0.00,0.00,0.84,19.82,6.56,2.13,1.17,6.55,3.28,3.28,5.24,74.33,19.24,20.73
1970-01-01,00:00:05.5688,ERR,ErrD,0,0,0,218,100,0,16,54,43.58,8685,9232,385,0,0.00,0.00,0.84,19.85,6.56,2.13,1.17,6.58,3.28,3.28,5.24,70.87,19.21,20.67
1970-01-01,00:00:05.5888,ERR,ErrD,0,0,0,240,100,22,16,54,43.75,4536,13757,549,0,0.00,0.00,0.84,19.97,6.56,2.32,1.49,6.59,3.28,3.28,5.25,75.83,19.24,20.75
1970-01-01,00:00:06.6088,ERR,ErrD,0,0,0,262,100,92,16,54,43.89,5336,21340,712,0,0.00,0.00,0.84,20.03,6.54,2.32,1.49,6.54,3.26,3.28,5.24,72.70,19.20,20.69
1970-01-01,00:00:06.6288,ERR,ErrD,0,0,0,284,100,95,16,54,44.01,8687,21340,868,0,0.00,0.00,0.84,19.84,6.54,2.32,1.49,6.59,3.26,3.28,5.25,0.00,18.92,20.54
1970-01-01,00:00:06.6488,ERR,ErrD,0,0,0,306,100,0,16,0,44.12,8699,12513,1040,0,0.00,0.00,0.84,20.06,6.54,1.25,1.66,6.49,3.26,3.28,5.24,0.00,18.78,20.51
1970-01-01,00:00:06.6688,ERR,ErrD,0,0,0,328,100,0,16,0,43.60,7321,12513,1203,0,0.00,0.00,0.84,19.74,6.54,1.25,1.66,6.51,3.26,3.28,5.25,0.00,18.89,20.53
1970-01-01,00:00:06.6888,ERR,ErrD,0,0,0,350,100,0,16,0,43.43,6634,20459,1360,0,0.00,0.00,0.83,19.75,6.57,1.09,1.82,6.53,3.27,3.30,5.25,0.00,18.89,20.57
