Date,Time,ERR,ErrD,InFlight,MAIN,CLUT,TFCK,LFP,E2EQ,BFP,MCHM,16FS,Wav1,Wav2,RecV,BecV,BecA,BecT,BatV,BatA,BmAH,CELS,Cel1,Cel2,TeeV,AmbT,CanT,EngT,AccX,AccY,AccZ,AccTmp,GyrX,GyrY,GyrZ,VibS,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:19,20,0,0,0,24,57,100,11,8,448,0,1589,0,0,0,0,16.2,6.61,0.26,6.05,6.57,3.28,3.3,5.29,59.07,15.58,17.12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:19,20,0,0,0,24,70,100,11,8,448,0,1762,0,0,0,0,16.17,6.61,0.26,6.05,6.57,3.28,3.3,5.29,68.99,15.48,17.15,14416,402,20215,226,1423,65188,65378,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:19,20,0,0,0,24,83,100,11,8,448,0,1597,0,0,0,0,16.19,6.57,0.26,6.05,6.57,3.28,3.3,5.29,68.48,15.47,17.24,374,785,20247,226,113,65281,65407,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:19,20,0,0,0,24,95,100,11,8,448,0,1425,0,0,0,0,15.99,6.64,0.26,6.74,6.57,3.28,3.3,5.29,69.1,15.44,17.24,392,723,20262,226,165,65299,65406,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:20,20,0,0,0,24,108,99,42,8,161,0,1260,0,0,0,0,16.2,6.57,0.26,6.74,6.57,3.28,3.3,5.29,73.71,15.51,16.99,346,732,20260,226,120,65304,65418,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:20,20,0,0,0,24,121,99,42,8,161,0,1106,0,0,0,0,16.28,6.62,0.26,6.74,6.58,3.29,3.3,5.3,68.51,15.53,17.03,327,774,20273,226,135,65282,65392,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:20,21,0,0,0,24,134,99,42,8,161,0,942,0,0,0,0,16.09,6.64,0.36,7.74,6.58,3.29,3.3,5.29,70.32,15.47,17.23,351,726,20249,226,138,65269,65409,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:20,21,0,0,0,24,147,99,42,8,161,0,771,0,0,0,0,16.08,6.6,0.36,7.74,6.58,3.29,3.3,5.29,75.45,15.54,17.18,309,747,20236,226,168,65294,65399,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:20,21,0,0,0,0,158,99,0,8,22,0,606,0,0,0,0,16.32,6.6,0.27,8.52,6.58,3.29,3.3,5.29,74.33,15.42,17.17,330,708,20240,226,154,65269,65423,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:21,21,0,0,0,0,171,99,0,8,26,0,451,0,0,0,0,16.06,6.63,0.27,8.52,6.58,3.29,3.3,5.29,69.95,15.5,17.11,337,699,20258,226,158,65285,65408,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:21,98,0,0,0,0,185,99,98,8,105,0,344,0,0,0,0,16.09,6.59,0.27,8.52,6.58,3.29,3.3,5.29,68.94,15.45,17.26,2924,717,20271,226,161,65293,65411,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:21,22,0,0,0,0,199,99,98,8,105,0,172,0,0,0,0,16.27,6.62,0.26,9.33,6.58,3.29,3.3,5.29,73.96,15.5,17.18,4191,695,20319,226,157,65296,65412,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:21,22,0,0,0,0,213,100,98,8,105,0,327,0,0,0,0,16.07,6.6,0.26,9.33,6.58,3.29,3.3,5.3,70.02,15.48,17.02,375,703,20254,226,168,65284,65407,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:21,22,0,0,0,0,227,100,98,8,105,0,491,0,0,0,0,16.17,6.61,0.44,10.75,6.58,3.29,3.3,5.3,72.77,15.57,17.14,323,682,20240,226,167,65274,65420,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:22,98,0,0,0,0,240,100,98,8,105,0,672,0,0,0,0,16.06,6.6,0.44,10.75,6.58,3.29,3.3,5.3,71.39,15.54,17.21,334,695,20245,226,160,65297,65407,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:22,98,0,0,0,0,255,100,98,8,105,0,844,0,0,0,0,16.11,6.57,0.44,10.75,6.58,3.29,3.3,5.3,70.23,15.47,17.06,304,689,20249,226,167,65276,65407,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:22,0,0,0,0,0,269,100,98,8,105,0,1008,0,0,0,0,16.09,6.59,0.38,12.03,6.58,3.29,3.3,5.29,71.31,15.49,17.07,297,682,20254,226,169,65286,65412,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:22,0,0,0,0,0,281,100,98,8,105,0,1187,0,0,0,0,16.16,6.63,0.38,12.03,6.58,3.29,3.3,5.29,69.52,15.73,17.05,383,675,20239,226,153,65293,65411,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:23,0,0,0,0,0,295,100,98,8,105,0,1360,0,0,0,0,16.09,6.61,0.27,12.98,6.58,3.29,3.3,5.29,67.38,15.56,17.15,289,689,20274,226,153,65276,65422,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:23,0,0,0,0,0,308,100,98,8,105,0,1531,0,0,0,0,16.12,6.59,0.27,12.98,6.58,3.28,3.3,5.29,70.84,15.6,17.13,382,624,20214,226,161,65276,65402,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:23,0,0,0,0,0,321,100,98,8,105,0,1704,0,0,0,0,16.14,6.62,0.27,12.98,6.58,3.28,3.3,5.29,71.58,15.68,17.2,299,688,20239,226,170,65293,65398,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:23,0,0,0,0,0,334,100,0,8,29,0,1745,0,0,0,0,16.11,6.61,0.37,14.34,6.58,3.28,3.3,5.3,69.39,15.41,17.31,427,677,20248,226,157,65249,65424,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:23,0,0,0,0,0,347,100,97,8,106,0,1573,0,0,0,0,16.15,6.6,0.37,14.34,6.58,3.28,3.3,5.3,71.96,15.35,17.14,472,715,20249,226,164,65295,65404,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:24,0,0,0,0,0,361,100,97,8,106,0,1400,0,0,0,0,16.09,6.59,0.26,15.34,6.58,3.28,3.3,5.29,74.02,15.31,17.18,281,713,20238,226,155,65266,65418,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:24,0,0,0,0,0,374,100,97,8,106,0,1228,0,0,0,0,16.17,6.58,0.26,15.34,6.57,3.28,3.3,5.29,64.71,15.6,17.12,325,679,20254,226,156,65307,65402,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:24,0,0,0,0,0,388,100,96,8,107,0,1056,0,0,0,0,16.19,6.55,0.26,15.34,6.57,3.28,3.3,5.3,71.83,15.49,17.26,407,679,20226,226,160,65282,65411,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:24,0,0,0,0,0,402,100,96,8,107,0,885,0,0,0,0,16.01,6.61,0.37,16.78,6.57,3.28,3.3,5.3,74.62,15.48,16.98,297,707,20241,226,169,65260,65417,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:24,0,0,0,0,0,415,100,96,8,107,0,712,0,0,0,0,16.04,6.61,0.37,16.78,6.57,3.28,3.3,5.3,73.67,15.41,17.11,328,673,20241,226,150,65290,65410,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:25,0,0,0,0,0,430,100,96,8,107,0,540,0,0,0,0,16.11,6.59,0.26,17.86,6.56,3.28,3.29,5.29,66.57,15.59,17.17,363,660,20264,226,161,65273,65419,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:25,0,0,0,0,0,443,100,96,8,107,0,369,0,0,0,0,16.18,6.61,0.26,17.86,6.56,3.28,3.29,5.29,70.89,15.47,17.37,321,666,20241,226,163,65287,65396,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:25,0,0,0,0,0,458,100,96,8,107,0,196,0,0,0,0,16.1,6.58,0.26,17.86,6.56,3.28,3.29,5.3,70.76,15.57,17.09,231,672,20233,226,165,65292,65390,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:25,0,0,0,0,0,473,99,96,8,107,0,302,0,0,0,0,16.11,6.55,0.25,18.92,6.56,3.28,3.29,5.29,71.8,15.46,17.25,357,640,20215,226,231,65243,65438,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:25,0,0,0,0,0,486,99,96,8,107,0,484,0,0,0,0,16.1,6.54,0.25,18.92,6.57,3.27,3.3,5.29,70.89,15.31,17.08,22212,20305,20289,226,13147,53553,60303,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:26,0,0,0,0,0,500,99,0,8,23,0,656,0,0,0,0,16.22,6.55,0.26,20.06,6.57,3.27,3.3,5.29,73.02,15.38,17.34,14617,806,20231,226,2678,23292,65309,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:26,0,0,0,0,0,513,99,95,8,108,0,828,0,0,0,0,16.52,6.48,0.26,20.06,6.57,3.27,3.3,5.29,70.55,15.34,17.18,44901,702,20148,226,283,37280,65440,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:26,0,0,0,0,0,528,99,95,8,108,0,999,0,0,0,0,16.71,6.28,0.26,20.06,6.57,3.27,3.3,5.29,70.27,15.54,17.16,10806,3516,20291,226,5409,56232,64132,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:26,0,0,0,0,0,541,99,95,8,108,0,1179,0,0,0,0,17.16,6.31,3.31,35.03,6.57,3.27,3.3,5.29,72.98,15.42,17.14,47308,50941,20269,226,52174,52581,27028,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:27,0,0,0,0,0,556,99,95,8,108,0,1344,0,0,0,0,17.11,6.29,3.31,35.03,6.57,3.27,3.3,5.29,70.68,15.44,17.12,5870,24497,20054,226,39456,38412,16807,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:27,0,0,0,0,0,570,100,95,8,108,0,1515,0,1.11,0,0,17.45,6.14,2.26,45.6,6.57,3.27,3.3,5.29,72.15,15.37,17.13,50623,29494,19938,226,18171,764,64206,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:27,0,0,0,0,0,584,100,95,8,108,0,1696,0,0,0,0,17.03,6.46,2.26,45.6,6.57,3.27,3.3,5.3,66.74,15.48,17.22,27291,35581,20070,226,63547,43058,25780,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:27,0,0,0,0,0,598,100,95,8,108,0,1762,0,0,0,0,16.39,6.54,2.26,45.6,6.57,3.27,3.3,5.29,72.34,15.54,17.04,31402,31435,20297,226,5491,52225,52472,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:27,0,0,0,0,0,611,100,95,8,108,0,1581,0,0,0,0,16.22,6.55,1.25,51.61,6.5,3.24,3.26,5.29,71.62,15.46,17.19,45785,637,20174,226,9145,41028,46118,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:28,0,0,0,0,0,627,100,96,8,107,0,1409,0,1.2,0,0,16.66,6.31,1.25,51.61,6.5,3.24,3.26,5.29,71.88,15.38,17.19,3262,8284,20173,226,29631,29676,65312,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:28,0,0,0,0,0,641,100,96,8,107,0,1237,0,2.26,0,0,17.58,6.18,1.97,61.38,6.5,3.24,3.26,5.3,66.95,15.24,17.16,25977,45088,17770,226,44799,9059,56543,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:28,0,0,0,0,0,652,100,96,8,107,0,1065,0,1.98,0,0,17.25,6.51,1.97,61.38,6.5,3.24,3.26,5.29,69.22,15.32,17.09,36545,23716,22041,226,14535,61736,59760,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:28,0,0,0,0,0,666,100,96,8,107,0,893,0,1.92,0,0,16.35,6.49,1.97,61.38,6.49,3.23,3.25,5.29,74.42,15.51,17.01,12353,5299,20264,226,16902,64122,62620,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:28,0,0,0,0,0,680,100,96,8,107,0,729,0,1.79,0,0,16.46,6.5,0.28,62.81,6.49,3.23,3.25,5.3,69.03,15.45,17.13,34869,795,20151,226,382,42065,29600,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:29,0,0,0,0,0,695,100,96,8,107,0,549,0,1.81,0,0,16.5,6.53,0.28,62.81,6.49,3.23,3.25,5.29,71.09,15.43,17.27,1754,1117,20277,226,252,62843,65379,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:29,0,0,0,0,0,709,100,100,8,100,0,377,0,1.78,0,0,16.41,6.5,2.47,75.78,6.49,3.23,3.25,5.3,68.03,15.58,17.24,1591,694,20219,226,160,65218,65436,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:29,0,0,0,0,0,722,100,100,8,100,0,205,0,1.78,0,0,16.43,6.42,2.47,75.78,6.49,3.23,3.25,5.29,71.23,15.52,17.07,30980,938,20226,226,29625,65095,65395,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:29,0,0,0,0,0,738,100,100,8,100,0,302,0,1.69,0,0,16.37,6.49,2.47,75.78,6.48,3.22,3.25,5.29,74.93,15.4,17.09,681,556,20256,226,155,39734,65394,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:29,0,0,0,0,0,752,100,0,8,30,0,484,0,1.69,0,0,16.47,6.49,0.29,77.34,6.48,3.22,3.25,5.29,75.99,15.48,17.09,24535,882,20221,226,228,58753,65435,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:30,0,0,0,0,0,766,100,0,8,20,0,647,0,1.66,0,0,16.51,6.46,0.29,77.34,6.48,3.22,3.25,5.29,71,15.34,17.12,1714,899,20284,226,214,65375,65395,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:30,0,0,0,0,0,780,100,0,8,20,0,820,0,1.67,0,0,16.41,6.43,0.28,78.91,6.48,3.22,3.25,5.29,73.29,15.55,17.1,458,788,20227,226,264,65249,65428,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:30,0,0,0,0,0,794,100,0,8,20,0,999,0,1.59,0,0,16.54,6.5,0.28,78.91,6.48,3.22,3.25,5.3,66.81,15.39,17.12,511,894,20238,226,323,65274,65415,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:30,0,0,0,0,0,810,100,0,8,20,0,1163,0,2.39,0,0,16.82,6.22,0.28,78.91,6.48,3.22,3.25,5.3,73.78,15.6,17.2,18591,18610,21307,226,3646,7720,58473,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:31,0,0,0,0,0,824,100,0,8,20,0,1335,0,2.56,2.26,0,17.41,6.38,1.35,86.58,6.48,3.22,3.25,5.3,76.43,15.43,17.11,30667,48874,19387,226,57205,21124,42991,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:31,0,0,0,0,0,838,100,0,8,18,0,1508,0,4.54,4.38,0,16.81,6.39,1.35,86.58,6.48,3.22,3.25,5.29,70.84,15.52,17.11,29301,37963,19114,226,15086,24701,25634,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:31,0,0,0,0,0,854,100,0,8,18,0,1680,0,4.91,4.8,0,16.49,6.43,1.28,94.07,6.48,3.22,3.25,5.3,69.78,15.46,16.93,28520,36962,26185,226,30947,36688,37218,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:31,0,0,0,0,0,868,100,0,8,19,0,1762,0,5.14,5.1,0,16.51,6.45,1.28,94.07,6.48,3.22,3.25,5.3,73.78,15.59,17.14,28273,37396,23776,226,29589,36822,39718,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:31,0,0,0,0,0,882,100,0,8,19,0,1589,0,5,4.94,0,16.32,6.48,1.28,94.07,6.45,3.22,3.23,5.3,69.58,15.62,20.19,33387,39728,25674,226,27182,36848,40891,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:32,0,0,0,0,0,896,100,0,8,19,0,1417,0,5.08,5.08,0,16.41,6.48,1.62,103.74,6.45,3.22,3.23,5.3,68.42,15.47,17.05,31713,37168,21696,226,27124,37163,39730,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:32,0,0,0,0,0,910,100,0,8,19,0,1244,0,4.92,4.85,0,16.38,6.49,1.62,103.74,6.45,3.22,3.23,5.29,68.37,15.49,17.17,26069,39242,21249,226,24856,43046,35921,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:32,0,0,0,0,0,924,100,0,8,19,0,1073,0,4.92,4.84,0,16.25,6.56,0.29,105.53,6.45,3.22,3.23,5.3,71.35,15.36,17.45,28852,43923,21305,226,37007,39456,39686,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:32,0,0,0,0,0,938,100,99,8,104,0,902,0,4.91,4.79,0,16.21,6.54,0.29,105.53,6.45,3.22,3.23,5.3,71.69,15.43,17.37,29450,37762,27924,226,29824,33435,37093,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:32,0,0,0,0,0,954,100,99,8,104,0,729,0,5.1,5.05,0,16.32,6.53,0.29,105.53,6.45,3.22,3.23,5.3,73.81,15.45,17.36,29628,38692,25050,226,29702,40781,41022,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:33,0,0,0,0,0,968,100,99,8,104,0,549,0,4.95,4.91,0,16.2,6.53,0.26,107.13,6.45,3.22,3.23,5.3,70.53,15.5,20.92,30551,38883,24730,226,32353,37002,37233,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:33,0,0,0,0,0,982,100,99,8,104,0,385,0,4.86,4.71,0,16.26,6.52,0.26,107.13,6.51,3.24,3.27,5.3,70.6,15.34,17.86,32237,37803,26527,226,33525,38170,39592,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:33,0,0,0,0,0,997,100,99,8,104,0,213,0,5.04,5,0,16.27,6.56,0.74,111.89,6.51,3.24,3.27,5.3,75.4,15.53,17.77,33858,37309,22979,226,33510,42155,39701,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:33,0,0,1,4660,223,1013,100,96,7,104,0,302,0,4.52,4.34,0,16.14,6.52,0.74,111.89,6.51,3.24,3.27,5.3,69.89,15.51,17.69,32780,41380,24658,226,32213,40704,39688,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:33,0,0,1,4660,223,1034,100,96,7,104,0,517,0,4.64,4.56,0,16.35,6.48,0.74,111.89,6.51,3.24,3.27,5.3,70.96,15.51,18.44,28833,40618,27391,226,29943,32075,37233,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:34,0,0,1,4660,223,1056,100,0,7,19,0,680,0,4.51,4.38,0,16.17,6.52,0.26,113.57,6.49,3.23,3.26,5.3,70.13,15.47,18.32,28411,42610,25250,226,32329,35704,34678,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:34,0,0,1,4660,223,1078,100,0,7,19,0,844,0,4.54,4.5,0,16.28,6.51,0.26,113.57,6.49,3.23,3.26,5.29,71.47,15.52,18.36,35479,38623,21032,226,29687,39569,34520,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:34,0,0,1,4660,223,1100,100,0,7,19,0,1008,0,4.39,4.23,0,16.24,6.54,0.33,115.76,6.49,3.23,3.26,5.3,70.18,15.38,18.54,31987,38463,19421,226,32281,43562,30785,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:34,0,0,1,4660,223,1122,100,0,7,19,0,1179,0,4.6,4.56,0,16.35,6.52,0.33,115.76,6.51,3.24,3.27,5.3,70,15.35,18.66,33542,36663,20516,226,29773,42221,33295,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:34,0,0,1,4660,223,1144,100,0,7,19,0,1344,0,4.49,4.31,0,16.43,6.5,0.33,115.76,6.51,3.24,3.27,5.3,69.17,15.5,18.83,26267,39067,24161,226,46900,42077,31899,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:35,0,0,1,4660,223,1166,100,0,7,19,0,1498,0,4.33,4.12,0,16.31,6.51,0.72,120.71,6.51,3.24,3.27,5.3,71.68,15.45,18.93,27729,35341,22224,226,62745,44085,51497,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:35,0,0,1,4660,223,1187,100,0,7,18,0,1662,0,4.27,4.12,0,16.42,6.51,0.72,120.71,6.51,3.24,3.27,5.3,71.36,15.56,19.12,29349,40340,18872,226,47167,56072,45291,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:35,0,0,1,4660,223,1209,100,0,7,18,0,1786,0,3.81,3.8,0,16.62,6.54,0.29,122.73,6.46,3.22,3.23,5.29,71.87,15.4,19.78,27159,38376,16788,226,47067,6233,50178,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:35,0,0,1,3784,29,1231,100,0,7,19,0,1622,0,4.02,3.9,0,16.31,6.47,0.29,122.73,6.46,3.22,3.23,5.29,73.48,15.47,19.39,32660,37583,16943,226,1776,2343,47772,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:35,0,0,1,3784,29,1253,100,0,7,19,0,1466,0,3.91,3.94,0,16.13,6.56,0.29,122.73,6.46,3.22,3.23,5.3,74.17,15.48,19.4,33788,38343,21956,226,4052,3517,33245,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:36,0,0,1,3784,29,1275,100,0,7,19,0,1286,0,4,3.94,0,16.3,6.48,0.61,127.08,6.48,3.23,3.24,5.3,72.46,15.49,19.52,33807,39741,20961,226,6059,62907,12474,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:36,0,0,1,3784,29,1297,100,0,7,19,0,1130,0,3.98,3.97,0,16.32,6.56,0.61,127.08,6.48,3.23,3.24,5.3,74.46,15.32,19.77,29868,36158,19481,226,3576,61898,12606,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:36,0,0,1,3784,29,1319,100,0,7,27,0,967,0,3.74,3.76,0,16.32,6.58,0.29,129.18,6.48,3.23,3.24,5.29,67.22,15.39,19.74,30000,35631,19516,226,9729,45183,40787,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:36,0,0,1,3784,29,1341,100,0,7,27,0,795,0,3.91,3.94,0,16.38,6.52,0.29,129.18,6.48,3.23,3.24,5.3,73.42,15.4,19.85,23889,32889,17209,226,57963,49268,40935,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:36,0,0,1,3784,29,1363,100,0,7,27,0,631,0,3.62,3.62,0,16.29,6.49,0.29,129.18,6.49,3.23,3.26,5.3,76.74,15.41,20.07,28806,36820,21206,226,60137,61038,42183,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:37,0,0,1,3784,29,1385,100,0,7,27,0,467,0,3.72,3.77,0,16.24,6.47,1.24,138.33,6.49,3.23,3.26,5.29,76.05,15.51,20.17,29261,34709,19884,226,4039,4534,43447,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:37,0,0,1,3784,29,1407,100,0,7,27,0,311,0,3.69,3.71,0,16.31,6.54,1.24,138.33,6.49,3.23,3.26,5.3,67.4,15.46,20.4,28850,32811,23750,226,2732,5111,45468,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:37,0,0,1,3784,29,1429,100,0,7,28,0,196,0,3.92,3.89,0,16.11,6.5,1.24,138.33,6.49,3.23,3.26,5.3,76.33,15.53,20.54,33113,29510,23846,226,54153,61442,47144,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:37,0,0,0,0,89,1442,100,0,7,28,0,302,0,3.69,3.65,0,16.53,6.46,0.22,140,6.49,3.23,3.25,5.3,66.87,15.56,20.52,27168,26547,21708,226,63394,61888,47134,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:37,0,0,0,0,89,1456,100,99,7,101,0,475,0,3.72,3.77,0,16.47,6.47,0.22,140,6.49,3.23,3.25,5.3,69.57,15.45,20.15,27302,30280,19342,226,5639,62036,47217,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:38,0,0,0,0,89,1470,100,99,7,101,0,638,0,3.76,3.71,0,16.23,6.52,0.52,144.02,6.49,3.23,3.25,5.31,70.47,15.42,20.76,32138,37282,19625,226,4812,15018,47163,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:38,0,0,0,0,89,1484,100,99,7,101,0,820,0,4.03,3.97,0,16.51,6.47,0.52,144.02,6.49,3.23,3.25,5.3,67.85,15.36,20.92,33659,37947,19489,226,3971,2954,47411,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:38,0,0,0,0,89,1499,100,99,7,101,0,992,0,3.64,3.65,0,16.31,6.56,0.73,149.73,6.49,3.23,3.25,5.29,76.56,15.49,21.1,32654,34146,21770,226,32515,25011,48078,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:38,0,0,0,0,89,1512,100,99,7,101,0,1163,0,3.61,3.62,0,16.2,6.57,0.73,149.73,6.49,3.23,3.25,5.3,76.52,15.53,21.15,28250,37501,17565,226,58424,62491,50994,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:39,0,0,0,0,89,1528,100,99,7,101,0,1335,0,3.45,3.46,0,16.32,6.52,0.73,149.73,6.49,3.23,3.25,5.29,69.66,15.47,21.33,24649,41986,19775,226,62236,60496,51482,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:39,0,0,0,0,89,1542,100,99,7,101,0,1508,0,3.5,3.43,0,16.27,6.5,0.37,152.66,6.49,3.23,3.25,5.3,71.43,15.58,21.37,22790,33145,21518,226,32111,21729,57795,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:39,0,0,0,0,89,1556,100,0,7,24,0,1680,0,3.49,3.42,0,16.26,6.52,0.37,152.66,6.49,3.23,3.25,5.3,69.94,15.49,21.48,28720,37514,18358,226,23472,3607,56395,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:39,0,0,0,0,89,1570,100,0,7,24,0,1769,0,3.48,3.45,0,16.24,6.46,0.55,157.15,6.49,3.23,3.25,5.29,68.56,15.32,21.6,29065,37113,17569,226,54165,2130,52871,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:39,0,0,0,0,82,1584,100,0,7,24,0,1605,0,3.45,3.45,0,16.24,6.51,0.55,157.15,6.49,3.23,3.25,5.3,71.83,15.5,21.79,26637,36860,23024,226,19934,21949,35745,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:40,0,0,0,0,82,1597,100,0,7,24,0,1425,0,3.45,3.41,0,16.47,6.56,0.55,157.15,6.49,3.23,3.25,5.29,72.36,15.68,21.94,29352,35822,18196,226,1664,5800,28277,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:40,0,0,0,0,82,1612,100,0,7,24,0,1253,0,3.39,3.39,0,16.32,6.52,1.49,169.44,6.49,3.23,3.25,5.3,75.23,15.35,22.01,24540,39905,20719,226,3760,57074,16091,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:40,0,0,0,0,82,1626,100,0,7,24,0,1081,0,3.35,3.41,0,16.55,6.54,1.49,169.44,6.49,3.23,3.25,5.29,71.03,15.44,22.13,25379,35986,20886,226,4981,35938,18566,0,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:40,0,0,0,0,82,1642,100,0,7,23,0,909,0,3.51,3.36,0,16.36,6.46,1.29,180.26,6.49,3.23,3.25,5.3,69.39,15.44,22.22,30411,38353,16537,226,61771,3504,37137,1,,,,,,,,,,,,,,,,,,
09/09/2020,18:25:40,0,0,0,0,82,1655,100,0,7,23,0,738,0,3.55,3.32,0,16.3,6.51,1.29,180.26,6.49,3.23,3.25,5.29,72.13,15.45,22.3,28414,40405,23336,226,19750,60363,6638,0,,,,,,,,,,,,,,,,,,
